"type designator","manufacturer","model","description","engine count","engine type","wtc"
"RJ70","BAE SYSTEMS","Avro RJ-70","Landplane","4","Jet","M"
"HAWK","BAE SYSTEMS","CT-155 Hawk","Landplane","1","Jet","M"
"RJ1H","BAE SYSTEMS","Avro RJ-100","Landplane","4","Jet","M"
"HAWK","BAE SYSTEMS AUSTRALIA","Hawk","Landplane","1","Jet","M"
"DC3T","BASLER","BT-67 Turbo 67","Landplane","2","Turboprop","M"
"DC3T","BASLER","Turbo 67","Landplane","2","Turboprop","M"
"BE40","BEECH","Jayhawk","Landplane","2","Jet","M"
"BE40","BEECH","T-400 Beechjet","Landplane","2","Jet","M"
"BE40","BEECH","T-1 Jayhawk","Landplane","2","Jet","M"
"B190","BEECH","C-12J","Landplane","2","Turboprop","M"
"BE40","BEECH","Beechjet","Landplane","2","Jet","M"
"BE40","BEECH","400 Beechjet","Landplane","2","Jet","M"
"B190","BEECH","1900","Landplane","2","Turboprop","M"
"B214","BELL","214B","Helicopter","1","Turboprop","M"
"BSTP","BELL","SuperTransport","Helicopter","2","Turboprop","M"
"SUCO","BELL","SuperCobra","Helicopter","2","Turboprop","M"
"B214","BELL","Isfahan","Helicopter","1","Turboprop","M"
"B214","BELL","BigLifter","Helicopter","1","Turboprop","M"
"SUCO","BELL","AH-1Z SuperCobra","Helicopter","2","Turboprop","M"
"SUCO","BELL","AH-1W SuperCobra","Helicopter","2","Turboprop","M"
"SUCO","BELL","449 SuperCobra","Helicopter","2","Turboprop","M"
"B214","BELL","214C BigLifter","Helicopter","1","Turboprop","M"
"B214","BELL","214A Isfahan","Helicopter","1","Turboprop","M"
"SUCO","BELL","209 SuperCobra","Helicopter","2","Turboprop","M"
"UH1Y","BELL","UH-1Y","Helicopter","2","Turboprop","M"
"BSTP","BELL","214ST SuperTransport","Helicopter","2","Turboprop","M"
"B609","BELL-AGUSTA","BA-609","Tilt-wing","2","Turboprop","M"
"V22","BELL-BOEING","901 Osprey","Tilt-wing","2","Turboprop","M"
"V22","BELL-BOEING","CV-22 Osprey","Tilt-wing","2","Turboprop","M"
"V22","BELL-BOEING","MV-22 Osprey","Tilt-wing","2","Turboprop","M"
"V22","BELL-BOEING","V-22 Osprey","Tilt-wing","2","Turboprop","M"
"V22","BELL-BOEING","Osprey","Tilt-wing","2","Turboprop","M"
"BER2","BERIEV","Altair","Amphibian","2","Jet","M"
"BER2","BERIEV","Be-200 Altair","Amphibian","2","Jet","M"
"BE32","BERIEV","Be-32","Landplane","2","Turboprop","M"
"BE12","BERIEV","Be-12 Tchaika","Amphibian","2","Turboprop","M"
"BE12","BERIEV","Tchaika","Amphibian","2","Turboprop","M"
"BER4","BERIEV","Albatross","Amphibian","2","Jet","M"
"BER4","BERIEV","A-40 Albatross","Amphibian","2","Jet","M"
"BE32","BERIEV","Be-30","Landplane","2","Turboprop","M"
"HAWK","BOEING","Goshawk","Landplane","1","Jet","M"
"F18","BOEING","Growler","Landplane","2","Jet","M"
"F15","BOEING","F-15 Eagle","Landplane","2","Jet","M"
"HAR","BOEING","Harrier","Landplane","1","Jet","M"
"F18","BOEING","Hornet","Landplane","2","Jet","M"
"B17","BOEING","Flying Fortress","Landplane","4","Piston","M"
"F18","BOEING","FA-18 Super Hornet","Landplane","2","Jet","M"
"F18","BOEING","FA-18 Hornet","Landplane","2","Jet","M"
"F15","BOEING","F-15 Ra'am","Landplane","2","Jet","M"
"F15","BOEING","Eagle","Landplane","2","Jet","M"
"F18","BOEING","EA-18 Growler","Landplane","2","Jet","M"
"MD81","BOEING","MD-81","Landplane","2","Jet","M"
"B737","BOEING","Clipper","Landplane","2","Jet","M"
"H47","BOEING","MH-47 Chinook","Helicopter","2","Turboprop","M"
"H47","BOEING","Chinook","Helicopter","2","Turboprop","M"
"H47","BOEING","CH-47 Chinook","Helicopter","2","Turboprop","M"
"C97","BOEING","C-97 Stratofreighter","Landplane","4","Piston","M"
"B737","BOEING","C-40 Clipper","Landplane","2","Jet","M"
"B732","BOEING","CT-43","Landplane","2","Jet","M"
"R722","BOEING","Super 27 (200)","Landplane","3","Jet","M"
"F15","BOEING","Slam Eagle","Landplane","2","Jet","M"
"H47","BOEING","JCH-47 Chinook","Helicopter","2","Turboprop","M"
"X32","BOEING","X-32","Landplane","1","Jet","M"
"E737","BOEING","Wedgetail","Landplane","2","Jet","M"
"B732","BOEING","VC-96","Landplane","2","Jet","M"
"HAWK","BOEING","T-45 Goshawk","Landplane","1","Jet","M"
"B732","BOEING","Surveiller","Landplane","2","Jet","M"
"MD88","BOEING","MD-88","Landplane","2","Jet","M"
"F18","BOEING","Super Hornet","Landplane","2","Jet","M"
"MD82","BOEING","MD-82","Landplane","2","Jet","M"
"R721","BOEING","Super 27 (100)","Landplane","3","Jet","M"
"C97","BOEING","Stratofreighter","Landplane","4","Piston","M"
"F15","BOEING","Ra'am","Landplane","2","Jet","M"
"H47","BOEING","HH-47","Helicopter","2","Turboprop","M"
"MD90","BOEING","MD-90","Landplane","2","Jet","M"
"B737","BOEING","C-40","Landplane","2","Jet","M"
"MD87","BOEING","MD-87","Landplane","2","Jet","M"
"MD83","BOEING","MD-83","Landplane","2","Jet","M"
"B29","BOEING","Superfortress","Landplane","4","Piston","M"
"B720","BOEING","720","Landplane","4","Jet","M"
"B736","BOEING","737-600","Landplane","2","Jet","M"
"B735","BOEING","737-500","Landplane","2","Jet","M"
"B733","BOEING","737-300","Landplane","2","Jet","M"
"B732","BOEING","737-200","Landplane","2","Jet","M"
"B731","BOEING","737-100","Landplane","2","Jet","M"
"R722","BOEING","727-200RE Super 27","Landplane","3","Jet","M"
"B722","BOEING","727-200","Landplane","3","Jet","M"
"B737","BOEING","737-700","Landplane","2","Jet","M"
"B721","BOEING","727-100","Landplane","3","Jet","M"
"B734","BOEING","737-400","Landplane","2","Jet","M"
"B712","BOEING","717-200 Business Express","Landplane","2","Jet","M"
"B712","BOEING","717-200","Landplane","2","Jet","M"
"B701","BOEING","707-100","Landplane","4","Jet","M"
"P8","BOEING","Poseidon","Landplane","2","Jet","M"
"B752","BOEING","C-32","Landplane","2","Jet","M"
"H64","BOEING","Longbow Apache","Helicopter","2","Turboprop","M"
"P8","BOEING","737-800 Poseidon","Landplane","2","Jet","M"
"R721","BOEING","727-100RE Super 27","Landplane","3","Jet","M"
"HAR","BOEING","AV-8 Harrier","Landplane","1","Jet","M"
"B721","BOEING","C-22","Landplane","3","Jet","M"
"B712","BOEING","Business Express","Landplane","2","Jet","M"
"B739","BOEING","BBJ3","Landplane","2","Jet","M"
"B738","BOEING","BBJ2","Landplane","2","Jet","M"
"B737","BOEING","BBJ","Landplane","2","Jet","M"
"B29","BOEING","B-29 Superfortress","Landplane","4","Piston","M"
"B732","BOEING","737-200 Surveiller","Landplane","2","Jet","M"
"B17","BOEING","B-17 Flying Fortress","Landplane","4","Piston","M"
"B737","BOEING","737-700 BBJ","Landplane","2","Jet","M"
"H64","BOEING","AH-64 Longbow Apache","Helicopter","2","Turboprop","M"
"B753","BOEING","757-300","Landplane","2","Jet","M"
"F15","BOEING","F-15 Slam Eagle","Landplane","2","Jet","M"
"B739","BOEING","737-900 BBJ3","Landplane","2","Jet","M"
"B739","BOEING","737-900","Landplane","2","Jet","M"
"E737","BOEING","737-700 Wedgetail","Landplane","2","Jet","M"
"B738","BOEING","737-800 BBJ2","Landplane","2","Jet","M"
"P8","BOEING","P-8 Poseidon","Landplane","2","Jet","M"
"B738","BOEING","737-800","Landplane","2","Jet","M"
"B752","BOEING","757-200","Landplane","2","Jet","M"
"CAT","BOEING CANADA","Canso","Amphibian","2","Piston","M"
"CAT","BOEING CANADA","Catalina","Amphibian","2","Piston","M"
"CAT","BOEING CANADA","PBY Catalina","Amphibian","2","Piston","M"
"H47","BOEING VERTOL","Chinook","Helicopter","2","Turboprop","M"
"H46","BOEING VERTOL","Labrador","Helicopter","2","Turboprop","M"
"H46","BOEING VERTOL","Sea Knight","Helicopter","2","Turboprop","M"
"H46","BOEING VERTOL","UH-46 Sea Knight","Helicopter","2","Turboprop","M"
"H47","BOEING VERTOL","JCH-47 Chinook","Helicopter","2","Turboprop","M"
"H46","BOEING VERTOL","Hkp4","Helicopter","2","Turboprop","M"
"H46","BOEING VERTOL","HH-46 Sea Knight","Helicopter","2","Turboprop","M"
"H47","BOEING VERTOL","MH-47 Chinook","Helicopter","2","Turboprop","M"
"H47","BOEING VERTOL","114","Helicopter","2","Turboprop","M"
"H47","BOEING VERTOL","CH-47 Chinook","Helicopter","2","Turboprop","M"
"H46","BOEING VERTOL","CH-46 Sea Knight","Helicopter","2","Turboprop","M"
"H47","BOEING VERTOL","414","Helicopter","2","Turboprop","M"
"H47","BOEING VERTOL","234","Helicopter","2","Turboprop","M"
"H46","BOEING VERTOL","107","Helicopter","2","Turboprop","M"
"H46","BOEING VERTOL","CH-113 Labrador","Helicopter","2","Turboprop","M"
"GLEX","BOMBARDIER","Sentinel","Landplane","2","Jet","M"
"GLEX","BOMBARDIER","Global Express","Landplane","2","Jet","M"
"GL5T","BOMBARDIER","Global 5000","Landplane","2","Jet","M"
"CL30","BOMBARDIER","Challenger 300","Landplane","2","Jet","M"
"GLEX","BOMBARDIER","BD-700 Global Express","Landplane","2","Jet","M"
"CL30","BOMBARDIER","BD-100 Challenger 300","Landplane","2","Jet","M"
"CRJX","BOMBARDIER","Regional Jet CRJ-1000","Landplane","2","Jet","M"
"CRJX","BOMBARDIER","CL-600 Regional Jet CRJ-1000","Landplane","2","Jet","M"
"GL5T","BOMBARDIER","BD-700 Global 5000","Landplane","2","Jet","M"
"ATLA","BREGUET","1150 Atlantic","Landplane","2","Turboprop","M"
"ALIZ","BREGUET","Aliz","Landplane","1","Turboprop","M"
"ALIZ","BREGUET","1050 Aliz","Landplane","1","Turboprop","M"
"ATLA","BREGUET","Atlantic","Landplane","2","Turboprop","M"
"H25B","BRITISH AEROSPACE","U-125","Landplane","2","Jet","M"
"JS41","BRITISH AEROSPACE","Jetstream 41","Landplane","2","Turboprop","M"
"JS32","BRITISH AEROSPACE","Jetstream Super 31","Landplane","2","Turboprop","M"
"NIM","BRITISH AEROSPACE","Nimrod","Landplane","4","Jet","M"
"BA11","BRITISH AEROSPACE","One-Eleven","Landplane","2","Jet","M"
"B462","BRITISH AEROSPACE","Quiet Trader","Landplane","4","Jet","M"
"RJ70","BRITISH AEROSPACE","RJ-70","Landplane","4","Jet","M"
"RJ85","BRITISH AEROSPACE","RJ-85","Landplane","4","Jet","M"
"HAR","BRITISH AEROSPACE","Sea Harrier","Landplane","1","Jet","M"
"B461","BRITISH AEROSPACE","Statesman (100)","Landplane","4","Jet","M"
"H25C","BRITISH AEROSPACE","BAe-125-1000","Landplane","2","Jet","M"
"B462","BRITISH AEROSPACE","Statesman (200)","Landplane","4","Jet","M"
"HAWK","BRITISH AEROSPACE","T-45 Goshawk","Landplane","1","Jet","M"
"TOR","BRITISH AEROSPACE","Tornado","Landplane","2","Jet","M"
"EUFI","BRITISH AEROSPACE","Typhoon","Landplane","2","Jet","M"
"HAWK","BRITISH AEROSPACE","Hawk","Landplane","1","Jet","M"
"RJ1H","BRITISH AEROSPACE","RJ-100","Landplane","4","Jet","M"
"B462","BRITISH AEROSPACE","BAe-146-200 Statesman","Landplane","4","Jet","M"
"B461","BRITISH AEROSPACE","BAe-146-100 Statesman","Landplane","4","Jet","M"
"ATP","BRITISH AEROSPACE","ATP","Landplane","2","Turboprop","M"
"BA11","BRITISH AEROSPACE","BAC-111 One-Eleven","Landplane","2","Jet","M"
"H25B","BRITISH AEROSPACE","BAe-125-700","Landplane","2","Jet","M"
"H25B","BRITISH AEROSPACE","BAe-125-800","Landplane","2","Jet","M"
"B461","BRITISH AEROSPACE","BAe-146-100","Landplane","4","Jet","M"
"HAR","BRITISH AEROSPACE","Harrier","Landplane","1","Jet","M"
"B462","BRITISH AEROSPACE","BAe-146-200 Quiet Trader","Landplane","4","Jet","M"
"B463","BRITISH AEROSPACE","BAe-146-300","Landplane","4","Jet","M"
"A748","BRITISH AEROSPACE","BAe-748","Landplane","2","Turboprop","M"
"JS32","BRITISH AEROSPACE","BAe-3200 Jetstream Super 31","Landplane","2","Turboprop","M"
"JS41","BRITISH AEROSPACE","BAe-4100 Jetstream 41","Landplane","2","Turboprop","M"
"H25B","BRITISH AEROSPACE","C-29","Landplane","2","Jet","M"
"EUFI","BRITISH AEROSPACE","Eurofighter 2000","Landplane","2","Jet","M"
"HAWK","BRITISH AEROSPACE","Goshawk","Landplane","1","Jet","M"
"B462","BRITISH AEROSPACE","BAe-146-200","Landplane","4","Jet","M"
"BA11","BUCURESTI","One-Eleven","Landplane","2","Jet","M"
"BA11","BUCURESTI","Rombac 1-11 One-Eleven","Landplane","2","Jet","M"
"CRJ9","CANADAIR","CL-600 Regional Jet CRJ-705","Landplane","2","Jet","M"
"CVLT","CANADAIR","CV-580","Landplane","2","Turboprop","M"
"T33","CANADAIR","CT-133 Silver Star","Landplane","1","Jet","M"
"CVLT","CANADAIR","Cosmopolitan","Landplane","2","Turboprop","M"
"CRJ2","CANADAIR","Corporate Jetliner","Landplane","2","Jet","M"
"CRJ2","CANADAIR","CL-600 Special Edition","Landplane","2","Jet","M"
"CRJ2","CANADAIR","CL-600 Regional Jet RJ-200","Landplane","2","Jet","M"
"CRJ9","CANADAIR","Regional Jet CRJ-705","Landplane","2","Jet","M"
"CRJ9","CANADAIR","CL-600 Challenger 890","Landplane","2","Jet","M"
"CRJ9","CANADAIR","CL-600 Regional Jet CRJ-900","Landplane","2","Jet","M"
"CRJ7","CANADAIR","CL-600 Regional Jet CRJ-701","Landplane","2","Jet","M"
"CRJ7","CANADAIR","CL-600 Regional Jet CRJ-700","Landplane","2","Jet","M"
"CRJ2","CANADAIR","CL-600 Regional Jet CRJ-440","Landplane","2","Jet","M"
"CRJ2","CANADAIR","CL-600 Regional Jet CRJ-200","Landplane","2","Jet","M"
"CRJ1","CANADAIR","CL-600 Regional Jet CRJ-100","Landplane","2","Jet","M"
"CRJ2","CANADAIR","CL-600 Corporate Jetliner","Landplane","2","Jet","M"
"F104","CANADAIR","F-104 Starfighter","Landplane","1","Jet","M"
"CRJ1","CANADAIR","CL-600 Regional Jet RJ-100","Landplane","2","Jet","M"
"CRJ2","CANADAIR","CL-600 Challenger 800","Landplane","2","Jet","M"
"T33","CANADAIR","T-33 Silver Star","Landplane","1","Jet","M"
"CL2T","CANADAIR","SuperScooper","Amphibian","2","Turboprop","M"
"F104","CANADAIR","Starfighter","Landplane","1","Jet","M"
"CRJ2","CANADAIR","Special Edition","Landplane","2","Jet","M"
"T33","CANADAIR","Silver Star","Landplane","1","Jet","M"
"F86","CANADAIR","Sabre","Landplane","1","Jet","M"
"CRJ2","CANADAIR","Regional Jet RJ-200","Landplane","2","Jet","M"
"CRJ7","CANADAIR","Regional Jet CRJ-700","Landplane","2","Jet","M"
"CRJ9","CANADAIR","Regional Jet CRJ-900","Landplane","2","Jet","M"
"CL44","CANADAIR","Forty Four","Landplane","4","Turboprop","M"
"CRJ7","CANADAIR","Regional Jet CRJ-701","Landplane","2","Jet","M"
"CRJ2","CANADAIR","Regional Jet CRJ-440","Landplane","2","Jet","M"
"CRJ2","CANADAIR","Regional Jet CRJ-200","Landplane","2","Jet","M"
"CRJ1","CANADAIR","Regional Jet CRJ-100","Landplane","2","Jet","M"
"CAT","CANADAIR","OA-10 Catalina","Amphibian","2","Piston","M"
"F5","CANADAIR","NF-5","Landplane","2","Jet","M"
"CL4G","CANADAIR","Guppy","Landplane","4","Turboprop","M"
"CRJ1","CANADAIR","Regional Jet RJ-100","Landplane","2","Jet","M"
"CRJ7","CANADAIR","CL-600 Challenger 870","Landplane","2","Jet","M"
"CRJ7","CANADAIR","Challenger 870","Landplane","2","Jet","M"
"CRJ2","CANADAIR","Challenger 850","Landplane","2","Jet","M"
"CRJ2","CANADAIR","Challenger 800","Landplane","2","Jet","M"
"CL60","CANADAIR","Challenger 605","Landplane","2","Jet","M"
"CL60","CANADAIR","Challenger 604","Landplane","2","Jet","M"
"CL60","CANADAIR","Challenger 601","Landplane","2","Jet","M"
"CL60","CANADAIR","Challenger 600","Landplane","2","Jet","M"
"CRJ9","CANADAIR","Challenger 890","Landplane","2","Jet","M"
"F104","CANADAIR","CF-104 Starfighter","Landplane","1","Jet","M"
"F5","CANADAIR","CF-116","Landplane","2","Jet","M"
"CL60","CANADAIR","CE-144A Challenger 600","Landplane","2","Jet","M"
"CL60","CANADAIR","CC-144B Challenger 601","Landplane","2","Jet","M"
"CL60","CANADAIR","CC-144 Challenger 600","Landplane","2","Jet","M"
"CVLT","CANADAIR","CC-109 Cosmopolitan","Landplane","2","Turboprop","M"
"CAT","CANADAIR","Catalina","Amphibian","2","Piston","M"
"CL60","CANADAIR","C-143 Challenger 604","Landplane","2","Jet","M"
"CAT","CANADAIR","A-10 Catalina","Amphibian","2","Piston","M"
"CRJ2","CANADAIR","CL-600 Challenger 850","Landplane","2","Jet","M"
"F5","CANADAIR","CL-219","Landplane","2","Jet","M"
"F5","CANADAIR","CF-5","Landplane","2","Jet","M"
"CAT","CANADAIR","CL-1 Catalina","Amphibian","2","Piston","M"
"CL60","CANADAIR","CL-600 Challenger 604","Landplane","2","Jet","M"
"CL60","CANADAIR","CL-600 Challenger 601","Landplane","2","Jet","M"
"CL60","CANADAIR","CL-600 Challenger 600","Landplane","2","Jet","M"
"CL2T","CANADAIR","CL-415 SuperScooper","Amphibian","2","Turboprop","M"
"F5","CANADAIR","CL-226","Landplane","2","Jet","M"
"CL60","CANADAIR","CL-600 Challenger 605","Landplane","2","Jet","M"
"CL2T","CANADAIR","CL-215T","Amphibian","2","Turboprop","M"
"CL2P","CANADAIR","CL-215","Amphibian","2","Piston","M"
"F104","CANADAIR","CL-201 Starfighter","Landplane","1","Jet","M"
"F104","CANADAIR","CL-90 Starfighter","Landplane","1","Jet","M"
"CVLT","CANADAIR","CL-66","Landplane","2","Turboprop","M"
"CL4G","CANADAIR","CL-44-O Guppy","Landplane","4","Turboprop","M"
"CL44","CANADAIR","CL-44 Forty Four","Landplane","4","Turboprop","M"
"T33","CANADAIR","CL-30 Silver Star","Landplane","1","Jet","M"
"F86","CANADAIR","CL-13 Sabre","Landplane","1","Jet","M"
"CL2T","CANADAIR","CL-415","Amphibian","2","Turboprop","M"
"CAT","CANADIAN VICKERS","OA-10 Catalina","Amphibian","2","Piston","M"
"CAT","CANADIAN VICKERS","PBY Catalina","Amphibian","2","Piston","M"
"CAT","CANADIAN VICKERS","PBV Catalina","Amphibian","2","Piston","M"
"CAT","CANADIAN VICKERS","Catalina","Amphibian","2","Piston","M"
"CAT","CANADIAN VICKERS","Canso","Amphibian","2","Piston","M"
"CAT","CANADIAN VICKERS","A-10 Catalina","Amphibian","2","Piston","M"
"CN35","CASA","Persuader (CN-235)","Landplane","2","Turboprop","M"
"EUFI","CASA","Typhoon","Landplane","2","Jet","M"
"C212","CASA","Tp89 Aviocar","Landplane","2","Turboprop","M"
"AS32","CASA","Super Puma","Helicopter","2","Turboprop","M"
"F5","CASA","SF-5","Landplane","2","Jet","M"
"C295","CASA","Persuader (C-295)","Landplane","2","Turboprop","M"
"HAR","CASA","Matador","Landplane","1","Jet","M"
"EUFI","CASA","Eurofighter 2000","Landplane","2","Jet","M"
"HAR","CASA","EAV-8 Matador","Landplane","1","Jet","M"
"AS32","CASA","Cougar","Helicopter","2","Turboprop","M"
"CN35","CASA","CN-235 Persuader","Landplane","2","Turboprop","M"
"CN35","CASA","CN-235","Landplane","2","Turboprop","M"
"H111","CASA","2-111","Landplane","2","Piston","M"
"C295","CASA","C-295 Persuader","Landplane","2","Turboprop","M"
"JU52","CASA","352L","Landplane","3","Piston","M"
"F5","CASA","A-9","Landplane","2","Jet","M"
"C295","CASA","Amazonas","Landplane","2","Turboprop","M"
"CN35","CASA","HC-144 Ocean Sentry","Landplane","2","Turboprop","M"
"F5","CASA","AR-9","Landplane","2","Jet","M"
"AS32","CASA","AS-332 Super Puma","Helicopter","2","Turboprop","M"
"C212","CASA","Aviocar","Landplane","2","Turboprop","M"
"C212","CASA","C-41 Aviocar","Landplane","2","Turboprop","M"
"C295","CASA","C-105 Amazonas","Landplane","2","Turboprop","M"
"C212","CASA","C-212 Aviocar","Landplane","2","Turboprop","M"
"C295","CASA","C-295","Landplane","2","Turboprop","M"
"CN35","CASA","Ocean Sentry","Landplane","2","Turboprop","M"
"F5","CASA","SRF-5","Landplane","2","Jet","M"
"C560","CESSNA","UC-35 Citation Ultra","Landplane","2","Jet","M"
"C650","CESSNA","Citation 7","Landplane","2","Jet","M"
"C750","CESSNA","Citation 10","Landplane","2","Jet","M"
"C25C","CESSNA","Citation CJ4","Landplane","2","Jet","M"
"C560","CESSNA","Citation Encore","Landplane","2","Jet","M"
"C56X","CESSNA","Citation Excel","Landplane","2","Jet","M"
"C680","CESSNA","Citation Sovereign","Landplane","2","Jet","M"
"C560","CESSNA","Citation Ultra","Landplane","2","Jet","M"
"C56X","CESSNA","Citation XLS","Landplane","2","Jet","M"
"C560","CESSNA","UC-35 Citation Encore","Landplane","2","Jet","M"
"C560","CESSNA","Citation 5","Landplane","2","Jet","M"
"C650","CESSNA","Citation 3","Landplane","2","Jet","M"
"C560","CESSNA","OT-47 Citation Ultra","Landplane","2","Jet","M"
"C56X","CESSNA","560XL Citation XLS","Landplane","2","Jet","M"
"C650","CESSNA","Citation 6","Landplane","2","Jet","M"
"C560","CESSNA","560 Citation 5","Landplane","2","Jet","M"
"C560","CESSNA","560 Citation Encore","Landplane","2","Jet","M"
"C56X","CESSNA","560XL Citation Excel","Landplane","2","Jet","M"
"C25C","CESSNA","525C Citation CJ4","Landplane","2","Jet","M"
"C650","CESSNA","650 Citation 3","Landplane","2","Jet","M"
"C650","CESSNA","650 Citation 6","Landplane","2","Jet","M"
"C650","CESSNA","650 Citation 7","Landplane","2","Jet","M"
"C680","CESSNA","680 Citation Sovereign","Landplane","2","Jet","M"
"C750","CESSNA","750 Citation 10","Landplane","2","Jet","M"
"C560","CESSNA","560 Citation Ultra","Landplane","2","Jet","M"
"CORS","CHANCE VOUGHT","F4U Corsair","Landplane","1","Piston","M"
"F8","CHANCE VOUGHT","RF-8 Crusader","Landplane","1","Jet","M"
"F8","CHANCE VOUGHT","F8U Crusader","Landplane","1","Jet","M"
"F8","CHANCE VOUGHT","F8 Crusader","Landplane","1","Jet","M"
"CORS","CHANCE VOUGHT","V-166 Corsair","Landplane","1","Piston","M"
"F8","CHANCE VOUGHT","Crusader","Landplane","1","Jet","M"
"CORS","CHANCE VOUGHT","Corsair","Landplane","1","Piston","M"
"CORS","CHANCE VOUGHT","AU Corsair","Landplane","1","Piston","M"
"FREL","CHANGHE","Z-8","Helicopter","3","Turboprop","M"
"FC1","CHENGDU","FC-1 Xiaolong","Landplane","1","Jet","M"
"FC1","CHENGDU","Xiaolong","Landplane","1","Jet","M"
"FC1","CHENGDU","FC-1 Super 7","Landplane","1","Jet","M"
"FC1","CHENGDU","Super 7","Landplane","1","Jet","M"
"MG21","CHENGDU","Skybolt","Landplane","1","Jet","M"
"FC1","CHENGDU","JF-17 Thunder","Landplane","1","Jet","M"
"MG21","CHENGDU","J-7","Landplane","1","Jet","M"
"FC1","CHENGDU","Thunder","Landplane","1","Jet","M"
"J10","CHENGDU","J-10","Landplane","1","Jet","M"
"MG21","CHENGDU","F-7 Skybolt","Landplane","1","Jet","M"
"J10","CHENGDU","F-10","Landplane","1","Jet","M"
"MG21","CHENGDU","F-7 Airguard","Landplane","1","Jet","M"
"MG21","CHENGDU","F-7","Landplane","1","Jet","M"
"MG21","CHENGDU","Airguard","Landplane","1","Jet","M"
"MIRA","COMMONWEALTH (1)","CA-29 Mirage 3","Landplane","1","Jet","M"
"MIRA","COMMONWEALTH (1)","Mirage 3","Landplane","1","Jet","M"
"F86","COMMONWEALTH (1)","CA-27 Sabre","Landplane","1","Jet","M"
"F86","COMMONWEALTH (1)","Sabre","Landplane","1","Jet","M"
"F27","CONAIR","F-27 Firefighter","Landplane","2","Turboprop","M"
"S2P","CONAIR","Firecat","Landplane","2","Piston","M"
"F27","CONAIR","Firefighter","Landplane","2","Turboprop","M"
