"CHE_CODI","B145_CODI","ORG_NABREV","ORG_NOME","CHE_DATA","CHE_VALID","ORG_ENDER","ORG_COMPL","ORG_CIDADE","ORG_ESTADO","ORG_CEP","ORG_FONEAREA","ORG_FONE","ORG_SITE","ORG_EMAIL","PAIS_NOME","B145_ADM","B145_TIPO","B145_STATUS","ORGP_SIGLA","ORGP_NOME","URL_CHE","URL_EO"
"6905-01/ANAC","0000000707","TAM TAXI AÉREO BH","TAM AVIAÇÃO EXECUTIVA E TÁXI AÉREO S/A ","01/11/2021","","Rua dos Hangares 49 – Aeroporto da Pampulha (Pátio Norte) ","","Belo Horizonte","MG","31710-410","","","","mauro.gageiro@tamexecutiva.com.br","Brasil","N","S","V","TAM TÁXI AÉREO","TAM AVIAÇÃO EXECUTIVA E TÁXI AÉREO S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-6905-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001935.pdf"
"1110-35/ANAC","0000000708","AVEC","AVIAÇÃO EXECUTIVA COMPARTILHADA LTDA","01/11/2021","","Praça Ministro Salgado Filho s/n Hangar n° 09","Setor de Cargas do Aer Inter Imbiribeira","Recife","PE","51210-010","","","","Boschi@voenoar.com.br","Brasil","S","P","S","AVEC","AVIAÇÃO EXECUTIVA COMPARTILHADA LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1110-35_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001936.pdf"
"1110-32/ANAC","0000000709","HENRIMAR SALVADOR","HENRIMAR TÁXI AÉREO LTDA.","01/11/2021","","AEROPORTO INT. DEPUTADO LUIZ EDUARDO MAGALHÃES","","SALVADOR","BA","41500-570","71","3252-0922","","henrimar.opr@gmail.com, jayme.leitao@henrimarhelicopteros.com.br, comercial@henrimarhelicopteros.com.br","Brasil","S","P","V","HENRIMAR","HENRIMAR TÁXI AÉREO LTDA.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1110-32_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-000828.pdf"
"1012-42/ANAC","0000000710","COPTERS DO BRASIL","COMERCIAL E MANUTENÇÃO AERONÁUTICA COPTERS DO BRASIL LTDA","01/11/2021","","Avenida Onófrio Milano nº 186 hangar 3 Bairro Jaguaré","","SÃO PAULO","SP","05.348-030","11","3767-3543","","rt@copters.com.br","Brasil","S","P","V","COPTERS DO BRASIL","COMERCIAL E MANUTENÇÃO AERONÁUTICA COPTERS DO BRASIL LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1012-42_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001937.pdf"
"","0000000711","PREMIER SÃO PAULO","PREMIER TÁXI AÉREO LTDA","","","AV. JURANDIR 856 856 – Planalto Paulista Hangar Premier","AEROPORTO DE CONGONHAS","SÃO PAULO","SP","04072-000","11","5589-7000","premieraereo.com.br","edivaldocoelho@terra.com.br","Brasil","S","P","C","PREMIER TÁXI AÉREO","PREMIER TÁXI AÉREO LTDA"," "," "
"1111-42/ANAC","0000000712","VIVA AER GUARULHOS","VIVA AER INDUSTRIA COMERCIO E SERVICOS AERONAUTICOS LTDA - EPP","01/11/2021","","AV MARCOS PAULO GONCALVES 306 e 935","","Guarulhos","SP","07175-120","11","2436-1117","","vivaaer@vivaaer.com.br  cristiano@vivaaer.com.br","Brasil","S","P","V","VIVA AER","VIVA AER INDUSTRIA COMERCIO E SERVICOS AERONAUTICOS LTDA - EPP","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1111-42_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001939.pdf"
"","0000000713","SAFRAN CABIN BRAZIL LTDA","SAFRAN CABIN BRAZIL LTDA","","","Rua Getúlio Vargas 3.000 - Corrego Seco","-","Jacareí","SP","12305-010","12","39540701","","Andre.Donatt@zodiacaerospace.com","Brasil","S","P","X","SAFRAN CABIN BRAZIL ","SAFRAN CABIN BRAZIL LTDA"," "," "
"1102-42/ANAC","0000000714","AERO MITSUBA","AERO MITSUBA SERVIÇOS DE MANUTENÇÃO LTDA","01/11/2021","","Avenida João de Laet 384 – Vila Aurora","","São Paulo","SP","02410-010","11","2996-3317","","gonzagall@gmail.com","Brasil","S","P","V","AERO MITSUBA","AERO MITSUBA SERVIÇOS DE MANUTENÇÃO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1102-42_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001941.pdf"
"1206-41/ANAC","0000000715","AEROBRAS SJC","AEROBRAS – INDUSTRIA AERONÁUTICA BRASILEIRA LTDA","01/11/2021","","Estrada Dr. Altino Bondesan 500","Parque Tecnológico","São José dos Campos","SP","12247016","12","38767720","www.aerobras.ind.br","hildebrando@aerobras.ind.br","Brasil","S","P","V","AEROBRAS  SJC","AEROBRAS – INDUSTRIA AERONÁUTICA BRASILEIRA LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1206-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001942.pdf"
"","0000000716","COLT AVIATION","COLT AVIATION LTDA.","","","Av. Emilio Antonon s/n - Casa Branca Aeroporto de Jundiaí – Hangar Colt – Lote 2","","Jundiaí","SP","13212-010","","","","","Brasil","N","","C","COLT AVIATION","COLT AVIATION LTDA."," "," "
"1102-41/ANAC","0000000717","MAGA AVIATION","MAGA AVIATION MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","Rua Sylvia da Silva Braga 415 Lotes 70/71 Campo dos Amarais","","Campinas","SP","13082-105","19","","","hendrik@magaaviation.com.br,macgyver@magaaviation.com.br,giovana@magaaviation.com.br","Brasil","S","P","V","MAGA AVIATION","MAGA AVIATION MANUTENÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1102-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001940.pdf"
"1101-41/ANAC","0000000719","FLEX AERO JUNDIAÍ","FLEX AERO LTDA","01/11/2021","","Rua Anisio Ghilardi Viviane 220 Aeroporto Cmdt Rolim Adolfo Amaro","Bairro Casa Branca","Jundiaí","SP","13211-771","11","4582-2818","","gustavo.cintra@flexaero.com.br","Brasil","S","P","V","FLEX AERO","FLEX AERO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1101-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-000795.pdf"
"1106-42/ANAC","0000000720","DAS","DALLAS AERONAUTICAL SERVICES","01/11/2021","30/06/2012","1500 S. Interstate 35 E. suite 161","","Lancaster","TX","75146","1972","723-3164 ","","","Estados Unidos","S","P","E","DAS","DALLAS AERONAUTICAL SERVICES","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1106-42_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001944.pdf"
"8308-02/ANAC","0000000721","TAM UBERLÂNDIA","TAM LINHAS AÉREAS S/A","01/11/2021","","PÇA JOSÉ ALVES DOS SANTOS S/N - AEROPORTO ","","UBERLÂNDIA","MG","38407-022","34","3233-5483","www.tam.com.br","responsaveltecnico@tam.com.br","Brasil","N","S","C","TAM LINHAS AÉREAS ","TAM LINHAS AÉREAS S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8308-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001833.pdf"
"1201-31/ANAC","0000000722","ITR","ITR TURBORREACTORES","01/11/2021","18/01/2013","Acceso IV No. 6 Zona Industrial Benito Juárez","","Querétaro","QRO","76120","442","296 39 00","","","México","N","","E","ITR","ITR TURBORREACTORES S.A. DE C.V.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1201-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001945.pdf"
"0101-01/ANAC","0000000723","LIDER AVIAÇÃO LAGOA","LÍDER SIGNATURE S/A","01/11/2021","","Av. Borges de Medeiros 1444","","Rio de Janeiro","RJ","22430-042","21","3218-2124","www.lideraviacao.com.br","derito.greco@lideraviacao.com.br","Brasil","N","S","X","LIDER SIGNATURE","LÍDER SIGNATURE S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0101-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001946.pdf"
"0310-01/ANAC","0000000724","ABSA BRASÍLIA","ABSA -  AEROLINHAS BRASILEIRAS S/A.","01/11/2021","","Aeroporto Internacional de Brasilia","","Brasília","DF","","","","","msaito@absacargo.com","Brasil","N","S","X","ABSA","ABSA -  AEROLINHAS BRASILEIRAS S/A.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0310-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001947.pdf"
"0310-01/ANAC","0000000725","ABSA FOZ DO IGUAÇU","ABSA -  AEROLINHAS BRASILEIRAS S/A.","01/11/2021","","Aeroporto Internacional de Foz do Iguaçu","","Foz do Iguaçu","PR","","","","","","Brasil","N","S","S","ABSA","ABSA -  AEROLINHAS BRASILEIRAS S/A.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0310-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001948.pdf"
"1210-61/ANAC","0000000727","BALSAS REDENÇÃO","BALSAS MANUTENCAO EM AERONAVES LTDA","01/11/2021","","AV. SANTOS DUMONT LOTE 1-A - AEROPORTO DE REDENÇÃO.","Hangar CDE","REDENÇÃO","PA","68.554-535","94","3424-4043","","mecanicocleytonsilva@gmail.com, ellan32@hotmail.com","Brasil","S","P","V","BALSAS","BALSAS MANUTENÇÃO EM AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1210-61_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001950.pdf"
"1110-61/ANAC","0000000728","DINO AVIÕES","D.A SERVIÇOS E COMÉRCIO AERONÁUTICOS LTDA","01/11/2021","","Aeroporto Municipal de Balsas ","Hangar da DINO AVIÕES","Balsas","MA","65800-000","99","3541-3495","","dinoavioes@hotmail.com","Brasil","S","P","V","DINO AVIÕES","D. A. SERVIÇOS E COMÉRCIO AERONÁUTICOS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1110-61_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001961.pdf"
"1105-41/ANAC","0000000729","PREMIUM TEC AVIAÇÃO","PREMIUM TEC AVIAÇÃO LTDA","01/11/2021","","Av. Vladimir Babkov s/n –  Aeroporto Regional de Maringá - Hangar 54","","Maringá","PR","87.065-665","44","3262 4488/ 9941-4488","","andre@premiumtec.aero","Brasil","S","P","V","PREMIUM TEC AVIAÇÃO","PREMIUM TEC AVIAÇÃO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1105-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001963.pdf"
"1106-41/ANAC","0000000730","TEXTRON ORLANDO","TEXTRON AVIATION INC. DBA TEXTRON AVIATION SERVICE","01/11/2021","31/10/2022","4134 Bear Rd.","","Orlando","FL","32827","","+1 407-816-6831","txtav.com/","JMCarney@txtav.com, LMTjarks@txtav.com, MSpring@txtav.com, JMDacus@txtav.com, AAlberti@txtav.com","Estados Unidos","S","P","V","TEXTRON AVIATION","TEXTRON AVIATION INC. DBA TEXTRON AVIATION SERVICE","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1106-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001964.pdf"
"","0000000731","AEROPARTS ITÁPOLIS","AEROPARTS IMPORTAÇÃO E EXPORTAÇÃO","","","Rua Verginia Falavigna Romanini 80","","Itápolis","SP","14900-000","31","8589-0000","","","Brasil","N","","C","AEROPARTS","AEROPARTS IMPORTAÇÃO E EXPORTAÇÃO"," "," "
"1109-41/ANAC","0000000732","EMBRAER FLL","EMBRAER S.A.","01/11/2021","30/09/2022","276 SW 34th Street","","Fort Lauderdale","FL","33315","1","(1 954) 359-3700","www.embraer.com.br/portugues/content/empresa/facilities.asp?tela=regional_offices§ion=north_america","","Estados Unidos","S","P","V","EMBRAER","EMBRAER S.A.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1109-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001000.pdf"
"1111-43/ANAC","0000000733","AEROPARTS RIO RANCHO","AEROPARTS MANUFACTURING & REPAIR INC.","01/11/2021","31/01/2017","431 Rio Rancho Blvd. NE","","Rio Rancho","NM","87124","","+1 505 891 6671","","","Estados Unidos","S","P","E","AEROPARTS USA","AEROPARTS MANUFACTURING & REPAIR INC.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1111-43_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001972.pdf"
"1506-33/ANAC","0000000734","PRECISION JET","PRECISION JET SERVICE INC.","01/11/2021","30/06/2019","1925 SE Airport Road Hangar #2","","Stuart","FL","34996","","+1 (800) 2846-6427","","rob@precisionjet.com","Estados Unidos","S","P","E","PRECISION JET","PRECISION JET SERVICE INC.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1506-33_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001973.pdf"
"","0000000735","QUALYTECK ","QUALYTECK TS LTDA","","","Rua Júlio Pires Malta n° 110 bairro Rio Branco","","Belo Horizonte","MG","31535-500","","","","","Brasil","N","","X","QUALYTECK ","QUALYTECK TS LTDA"," "," "
"","0000000736","HELIMARTE SÃO PAULO","HELIMARTE TÁXI AÉREO LTDA","","","AV. OLAVO FONTOURA 1078 SETOR C - LOTE 05 - CAMPO DE MARTE","","SÃO PAULO","SP","02012-021","11","2221-3200","helimarte.com.br","ctm@helimarte.com.br","Brasil","N","","X","HELIMARTE","HELIMARTE TÁXI AÉREO LTDA"," "," "
"0408-03/ANAC","0000000738","TRIP  SANTOS DUMONT","TRIP LINHAS AÉREAS S/A","01/11/2021","","Praça Senador Salgado Filho s/n° - Centro - Aeroporto Santos Dumont","","Rio de janeiro","RJ","20021-340","31","3055-9961","www.voetrip.com.br","heloisio.filho@voeazul.com.br,regers.vidor@voeazul.com.br","Brasil","N","","N","TRIP","TRIP LINHAS AÉREAS S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0408-03_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002004.pdf"
"0604-01/ANAC","0000000744","AERÓLEO MANAUS","AERÓLEO TÁXI AÉREO S/A","01/11/2021","","AEROPORTO INTERNACIONAL EDUARDO GOMES","HANGAR DA APUÍ TAXI AÉREO LTDA","MANAUS","AM","69092-970 ","92","3652-1233","www.aeroleo.com.br","mtoledo@aeroleo.com.br, svieira@aeroleo.com.br, hrolim@aerol","Brasil","N","S","C","BRISTOW","BRISTOW TAXI AEREO S.A.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0604-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002005.pdf"
"9608-01/ANAC","0000000745","CHC BELÉM","CHC DO BRASIL TÁXI AÉREO S.A","01/11/2021","","Av. Júlio César  n° 5000 – Belém-PA","","Belém","PA","66115-900","","","www.bhs-helicopteros.com.br","sac@bhs-helicopteros.com.br","Brasil","N","S","X","CHC DO BRASIL","CHC DO BRASIL TÁXI AÉREO S.A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9608-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002006.pdf"
"0004-01/ANAC","0000000746","CRUZEIRO SUL - COELHO","CRUZEIRO DO SUL AVIAÇÃO LTDA","01/11/2021","","VENIDA EMBAIXADOR COELHO DE ALMEIDA 75 PQ. JABAQUARA","","SÃO PAULO","SP","04355020","","","","haroldo@cdsav.com.br,barreto@cdsmro.com,ctm@cdsav.com.br","Brasil","N","S","V","CRUZEIRO SUL","CRUZEIRO DO SUL AVIAÇÃO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0004-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002007.pdf"
"1109-31/ANAC","0000000749","FLYONE ARACAJU","FLYONE SERVIÇO AÉREO ESPECIALIZADO COMÉRCIO E SERVIÇOS LTDA","01/11/2021","","AV. MARANHÃO 2126 - SANTOS DUMONT - AEROCLUBE DE SERGIPE","","ARACAJU","SE","49087-420","79","3241-5596","","flyone.manut@yahoo.com.br - elainesa.miranda@gmail.com","Brasil","N","P","X","FLYONE","FLYONE SERVIÇO AÉREO ESPECIALIZADO COMÉRCIO E SERVIÇOS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1109-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-000799.pdf"
"","0000000751","PMR SÃO LUIZ","PMR TÁXI AÉREO E MANUTENÇÃO AERONÁUTICA S.A.","","","Av. dos Libaneses 3503 – Hangar PMR – Aeroporto Internacional Mal. Cunha Machado","","São Luiz","MA","65.056-480","98","3235-1841","","manutencao@pmrtaxiaereo.com.br","Brasil","N","S","S","PMR","PMR TÁXI AÉREO E MANUTENÇÃO AERONÁUTICA S.A."," "," "
"1306-01/ANAC","0000000752","GE ON WING SUPPORT","GENERAL ELECTRIC","01/11/2021","30/09/2022","3000 Earhart Court ","Suite 100","Hebron","KY","41048","","+1 859 334 4008","","Lucilia.Gomes@ge.com","Estados Unidos","S","P","V","GE","GENERAL ELECTRIC","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1306-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002009.pdf"
"1107-42/ANAC","0000000753","GULFSTREAM – SAVANNAH-GA","GULFSTREAM AEROESPACE CORPORATION","01/11/2021","31/10/2022","One Product Support Road","","Savannah","GA","31408","","","","sav.foreign.authority@gulfstream.com","Estados Unidos","S","P","V","GULFSTREAM","GULFSTREAM AEROESPACE CORPORATION","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1107-42_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002011.pdf"
"1308-43/ANAC","0000000754","AEROCENTER MANUTENÇÃO E PEÇAS","AEROCENTER IMPORTACAO EXPORTACAO MANUTENCAO E PECAS LTDA","01/11/2021","","Via de Acesso Valdir Aparecido Casagrande nº 20 Hangar 1 Aeroporto  Caixa Postal: 524","","Jaboticabal","SP","14.870-974","16","32048831","","aerocenterctm@hotmail.com","Brasil","S","P","V","AEROCENTER MANUT.","AEROCENTER IMPORTACAO EXPORTACAO MANUTENCAO E PECAS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1308-43_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002013.pdf"
"1108-31/ANAC","0000000755","HELIFOR FORTALEZA","HELIFOR COMÉRCIO E SERVIÇOS AERONÁUTICOS LTDA","01/11/2021","","Rua Seridião Montenegro 270 – Hangar 04 – Bairro Siqueira ","","FORTALEZA","CE","60.732-541","85","3498-3444","www.helifor.com.br/","rthelifor@gmail.com","Brasil","S","P","V","HELIFOR","HELIFOR COMÉRCIO E SERVIÇOS AERONÁUTICOS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1108-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002018.pdf"
"1304-01/ANAC","0000000756","AERO STA","AERO SANTA MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","Av. presidente Orlando Oscar Baumhardt. Aeroporto Luiz Beck da Silva","","Santa Cruz do Sul","RS","96.820-900","","","","aerotecsta@gmail.com","Brasil","S","P","V","AERO STA","AERO STA MANUTENÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1304-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002023.pdf"
"8709-02/ANAC","0000000757","SETE - BELÉM","SETE TÁXI AÉREO LTDA","01/11/2021","","Av. Júlio César 500 Aeroporto Internacional de Belém Val-de-cans Hangar SETE","","Belém","PA","66115-900","91","3210-6542","www.setetaxiaereo.com.br","engenharia@voesete.com.br","Brasil","N","S","R","SETE","SETE TÁXI AÉREO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8709-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002026.pdf"
"0408-03/ANAC","0000000758","TRIP MANAUS","TRIP LINHAS AÉREAS S/A","01/11/2021","","Aeroporto Internacional Eduardo Gomes – TPS II Av. Santos Dumont 1350 - Bairro Tarumã","","Manaus","AM","69045-600","92","3652-1243","www.voetrip.com.br","heloisio.filho@voeazul.com.br,regers.vidor@voeazul.com.br","Brasil","N","","N","TRIP","TRIP LINHAS AÉREAS S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0408-03_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001949.pdf"
"1110-31/ANAC","0000000759","BANDOLA VARGINHA","B.S.A. BANDOLA SERVIÇOS DE MECÂNICA AERONÁUTICA LTDA-ME","01/11/2021","","Av. José Ribeiro Tristão 1699","Hangar E - Aeroporto","Varginha","MG","37.030-840","035","3222-3516","","contato@bsabandola.com.br","Brasil","S","P","V","BANDOLA","B.S.A. BANDOLA SERVIÇOS DE MECÂNICA AERONÁUTICA LTDA-ME","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1110-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002032.pdf"
"0205-01/ANAC","0000000760","DASSAULT LE BOURGET","AVIONS MARCEL DASSAULT - BREGUET AVIATION","01/11/2021","31/07/2023","AEROPORT DU BOURGET","BP-10 ","LE BOURGET","","93 352","33 1","49342020","www.dassaultfalcon.com/","jean.kayanakis@dassault-falcon.com","França","S","P","V","DASSAULT-BREGUET","AVIONS MARCEL DASSAULT - BREGUET AVIATION","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0205-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002033.pdf"
"1209-01/ANAC","0000000761","ARIA","ARIA ENGENHARIA E MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","Av. Prefeito Mello Reis S/N","Aeroporto de Juiz de Fora","Juiz de Fora","MG","36033-560","","","www.ariaengenharia.com.br","contato@ariaengenharia.com.br","Brasil","N","","X","ARIA","ARIA ENGENHARIA E MANUTENÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1209-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002034.pdf"
"1006-32/ANAC","0000000762","ATLANTIC GAS TURBINE","ATLANTIC GAS TURBINE CENTER INC","01/11/2021","30/06/2013","3505 NW 153rd STREET","","MIAMI","FL","33054","","","","","Estados Unidos","S","P","E","ATLANTIC GAS TURBINE","ATLANTIC GAS TURBINE CENTER INC","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1006-32_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002035.pdf"
"1201-32/ANAC","0000000763","JETPOWER","JETPOWER AVIATION DO BRASIL LTDA","01/11/2021","","Rua Pinto Alves 3550  Bairro Vila Maria ","","LAGOA SANTA","MG","33.400-000","31","3634-1979","www.jetpoweraviation.com.br","rpqs@jetpoweraviation.com.br","Brasil","S","P","S","JETPOWER","JETPOWER AVIATION DO BRASIL LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1201-32_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002041.pdf"
"1111-61/ANAC","0000000764","COSTA DO SOL MACAÉ","COSTA DO SOL TAXI AEREO LTDA","01/11/2021","","Estrada Hildebrando Alves Barbosa S/N - Parque Aeroporto","Aeroporto de Macaé - Hangar Costa do Sol","Macaé","RJ","27955-410","22","3652-1309","","rogerio.izzo@voecostadosol.com.br, carlos.bourguignon@voecostadosol.com.br","Brasil","S","P","V","COSTA DO SOL","COSTA DO SOL TAXI AEREO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1111-61_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002014.pdf"
"1112-31/ANAC","0000000765","SAFRAN LANDING S. MEXICO","SAFRAN LANDING SYSTEMS SERVICES AMERICAS S.A. DE C.V. (SLSA)","01/11/2021","31/08/2023","Av. La Noria 131 ","Parque Industrial Querétaro","Santa Rosa Jáuregui","QRO.","76220","","+ 52 (442) 1925800","","roberto.contreras@safrangroup.com","México","S","P","V","SAFRAN LANDING MEX","SAFRAN LANDING SYSTEMS SERVICES AMERICAS S.A. DE C.V. (SLSA).","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1112-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002044.pdf"
"1212-41/ANAC","0000000766","AMETEK","AMETEK HSA INC.","01/11/2021","31/12/2015","7841 NW 56th Street ","","Miami","FL","33166","","305 599 8855","www.americadosulaviacao.com.br","Juan.Mendez@ametek.com","Estados Unidos","S","P","E","AMETEK","AMETEK HSA INC.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1212-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002045.pdf"
"1111-31/ANAC","0000000768","MEXICANA MRO","MEXICANA MRO S.A. DE C.V.","01/11/2021","31/01/2022","Av. 602 N° 161-A Col. San Juan de Aragón","","Cidade do México","D.F.","15620","","(5255) 5786-6534","www.mexicana.com/mroservices/","mexicanamroservices@mexicana.com.mx, jorge.martinez@mxamro.com","México","S","P","V","MEXICANA MRO","MEXICANA MRO S.A. DE C.V.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1111-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002047.pdf"
"0002-01/ANAC","0000000769","ATLAS COARI","ATLAS TÁXI AÉREO LTDA","01/11/2021","","MARGEM DIREITA DO RIO URUCU S/N","","COARI","AM","","92","3616-6400","www.atlasair.com.br","accampora-acsa@amcham.com.br","Brasil","N","S","X","ATLAS","ATLAS TÁXI AÉREO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0002-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002048.pdf"
