codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
45528;A - 055/CENIPA/2013 - 003;2014-09-29;2014-12-15;2015-06-07;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45525;A-529/CENIPA/2017 - 01;2017-08-01;2017-08-01;2017-11-09;Reavaliar a capacitação da Empresa VIMAER - Vidotti Manutenção de Aeronaves Ltda. em realizar a manutenção nas aeronaves modelo AT-401B (Air Tractor), com ênfase na utilização adequada de peças no motor da aeronave, em conformidade com as especificações do fabricante.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45525;A-529/CENIPA/2017 - 02;2017-08-01;2017-08-01;2017-11-09;Verificar o processo de aquisição, conferência, catalogação e instalação de peças aeronáuticas por parte da VIMAER - Vidotti Manutenção de Aeronaves Ltda., no intuito de assegurar a utilização de partes genuínas aprovadas pela agência reguladora e pelo fabricante da aeronave, a fim de se evitar a utilização de peças inadequadas nos sistemas das aeronaves.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45490;A-058/CENIPA/2013-RSV001;2013-11-27;2013-12-17;2017-05-24;Intensificar a fiscalização nas atividades que ocorrem em SBJC, de modo a disciplinar a forma de contratação de pilotos freelancer junto aos proprietários, operadores e exploradores de aeronaves que operam a partir daquele aeródromo, com enfoque para um adequado processo de seleção e valorização da segurança de voo.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45487;A-003/CENIPA/2013-RSV001;2013-10-21;2013-12-18;2014-07-28;Realizar auditoria na Empresa Norte Jet, a fim de verificar adequabilidade dos registros de manutenção praticados pela Empresa, bem como aspectos gerenciais e de supervisão.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45487;A-003/CENIPA/2013-RSV002;2013-10-21;2013-12-18;2014-04-28;Realizar auditoria no Programa de Treinamento de Operações dos tripulantes da Empresa Norte Jet, a fim de verificar adequabilidade ao disposto na IAC 135-1002, Normas para Elaboração e Análise do Programa de Treinamento de Operações para Operadores de Transporte Aéreo, regidos pelo RBAC 135, enfatizando, no currículo de solo, o treinamento das diferenças entre as aeronaves previstas na Especificação Operativa da Empresa.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45487;A-003/CENIPA/2013-RSV003;2013-10-21;2013-12-18;2014-02-27;Divulgar aos operadores regulados pelo RBAC 135 os ensinamentos colhidos nesta investigação.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45412;A - 059/CENIPA/2013 - RSV 001;2013-12-30;2014-02-12;2014-06-06;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves agrícolas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45412;A - 059/CENIPA/2013 - RSV 002;2013-12-30;2014-02-12;2016-05-24;Desenvolver ações voltadas para as escolas de formação de pilotos aeroagrícolas, com ênfase para os fatores contribuintes para nesse acidente.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45408;A-509/CENIPA/2021 - 01;2021-07-08;2021-08-04;2021-08-30;Divulgar os ensinamentos colhidos na presente investigação, no intuito de alertar pilotos e operadores da aviação agrícola brasileira sobre a importância de se conhecer e respeitar os limites de performance nas diferentes configurações das aeronaves operadas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45400;IG-544/CENIPA/2015 - 01;2017-03-31;2017-03-31;2017-08-08;Assegurar-se que os pilotos que operam aeronaves pressurizadas estejam habilitados para o gerenciamento de condições de fogo/fumaça na cabine, incluindo a correta utilização das máscaras de oxigênio.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45400;IG-544/CENIPA/2015 - 02;2017-03-31;2017-03-31;2017-08-08;Realizar gestões junto ao operador, a fim de assegurar que todos os pilotos da companhia cumpram fielmente os procedimentos previstos no SOP da empresa e no QRH da aeronave, tanto em condições normais quanto em emergência.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45400;IG-544/CENIPA/2015 - 03;2017-03-31;2017-03-31;2017-08-08;Realizar gestões junto ao operador, a fim de garantir que todos os manuais da companhia sejam fielmente atualizados de acordo com os procedimentos previstos nos manuais do fabricante da aeronave.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45400;IG-544/CENIPA/2015 - 04;2017-03-31;2017-04-24;2017-06-28;Orientar os controladores quanto à aplicação dos conceitos de CRM, a fim de evitar que estes sobrecarreguem os tripulantes com solicitações que podem não ser relevantes para uma determinada condição de emergência.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
45397;IG-536/CENIPA/2014 - 01;2016-04-15;2016-05-17;2017-02-21;Certificar-se que a IS n° 00-002B, no capítulo referente à descrição das manobras para helicópteros, estabeleça parâmetros de execução e de avaliação para todas as manobras previstas durante os voos de cheque de proficiência (voos de cheque). Em relação à autorrotação, incluir nessa IS, item descrevendo os procedimentos para a manobra, definir parâmetros de execução e avaliação, e determinar os níveis mínimos aceitáveis de proficiência.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45397;IG-536/CENIPA/2014 - 02;2016-04-15;2016-05-17;2017-02-24;Certificar-se de que o tempo limite para revisão (TBO) de 3.600 horas do modulo 3 do motor Arriel 1D1 estabelecido através do SB n° 292.72.0832, é apropriado para identificar a possibilidade de deterioração do rolamento traseiro do modulo 3 (PN 9609000408).;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45392;A-032/CENIPA/2014 - RSV 001;2014-04-07;2015-04-14;2015-08-21;Divulgar aos operadores de helicópteros vinculados ao RBHA 91 os ensinamentos oriundos desse acidente, a fim de elevar o nível de alerta para os fatores de risco decorrentes do não cumprimento dos Regulamentos Brasileiros de Homologação Aeronáutica (RBHA) e dos Regulamentos Brasileiros de Aviação Civil (RBAC) em vigor.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45392;A-032/CENIPA/2014 - RSV 002;2014-04-07;2015-04-14;2015-08-17;Tendo em vista os fatos levantados nesta investigação, atuar junto ao operador para garantir o fiel cumprimento dos Regulamentos Brasileiros de Homologação Aeronáutica (RBHA) e dos Regulamentos Brasileiros de Aviação Civil (RBAC) em vigor.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45331;A-582/CENIPA/2014 - 01;2016-07-29;2016-08-25;2016-12-20;Atuar junto às empresas que operam segundo o RBAC 121 de forma tal que assegure que o treinamento de Corporate Ressource Management (CRM) esteja adequado a realidade daquela empresa, que seja constantemente avaliado e reforçado (com a participação da alta direção), envolva todos os profissionais da instituição, que garanta a integração dos diferentes setores da empresa (corporate), e que, acima de tudo, faça parte da cultura de segurança de voo da organização.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45331;A-582/CENIPA/2014 - 02;2016-07-29;2016-08-25;2016-12-20;Atuar junto à Administração do Aeroporto Internacional de Guarulhos, de forma que este passe a ministrar treinamento teórico e prático de atendimento às vítimas de acidentes envolvendo os principais tipos de aeronaves que operam naquela localidade, principalmente os das Linhas Aéreas Regulares, com especial ênfase ao “Layout” e aos meios de remoção de passageiros do interior destas aeronaves.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45331;A-582/CENIPA/2014 - 03;2016-07-29;2016-08-25;2019-09-16;Orientar as suas organizações subordinadas em relação ao fiel cumprimento do estabelecido na ICA 100-37, de 28ABR2014, no seu item 5.9.3 e na MCA 100-16, de 18NOV2013, no item 2.3.3.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
45291;A-539/CENIPA/2014 -  001;2014-08-22;2014-10-01;2015-02-10;Tendo em vista os fatos observados e relatados neste relatório, a repetição excessiva, no Brasil, de ocorrências aeronáuticas envolvendo aeronaves R-22 e R-44 pela não observação dos pilotos, no que diz respeito aos limites operacionais determinados pelo fabricante da aeronave, e claramente expressos nos manuais, recomenda-se intensificar o grau e o nível de avaliação dos pilotos por ocasião de cheque inicial e cheques de rotina.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45285;A-515/CENIPA/2017 - 01;2018-07-27;2018-07-27;2019-02-14;Atuar junto ao Aeroclube de Uberlândia, a fim de verificar a adequabilidade do Manual de Gerenciamento de Segurança Operacional daquele operador, sobretudo no que diz respeito aos métodos de planejamento dos voos e às técnicas de instrução adotadas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45285;A-515/CENIPA/2017 - 02;2018-07-27;2018-07-27;2019-02-14;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação de instrução sobre os riscos decorrentes de um inadequado planejamento de voo, sobretudo no que diz respeito às condições meteorológicas, e sobre os riscos decorrentes da operação em aeródromos não registrados.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45284;A-046/CENIPA/2014 - RSV 001;2014-04-29;2014-06-16;2014-11-27;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves agrícolas.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45280;A-038/CENIPA/2013-RSV001;2013-08-22;2015-04-14;2016-12-12;Atuar junto à Paramazônia Táxi-Aéreo Ltda., a fim de que seja verificado a organização e o controle das aeronaves operadas pela empresa, de maneira a mitigar possíveis dúvidas quanto à situação das aeronaves, no que diz respeito à autonomia e controle de abastecimento.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45280;A-038/CENIPA/2013-RSV002;2013-08-22;2015-04-14;2015-08-17;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, exploradores e operadores de aeronaves regulados pelos RBHA 91 e RBAC 135 que atuam na Região Amazônica.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45279;A-509/CENIPA/2018 - 01;2019-06-28;2019-08-20;2019-09-03;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS INERENTES AO VOO EM CONDIçõES METEOROLóGICAS ADVERSAS.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45274;A-501/CENIPA/2016 – 01;2016-07-14;2016-07-14;2016-12-19;Realizar gestões junto ao Aeroclube de Londrina, a fim de que sejam adotados mecanismos para assegurar a efetiva supervisão da instrução aérea por parte do Coordenador da Instrução Prática do aeroclube.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45274;A-501/CENIPA/2016 – 02;2016-07-14;2016-07-14;2016-12-19;Realizar gestões junto ao Aeroclube de Londrina, a fim de que os seus instrutores sejam orientados quanto à importância de se verificar a ficha de instrução prática anterior, para que as observações e orientações do Coordenador da Instrução Prática sejam seguidas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45273;A-506/CENIPA/2016 - 01;2016-07-07;2016-07-14;2016-12-19;Atuar junto ao Aeroclube do Rio Grande do Sul (ARGS) com o objetivo de verificar a conformidade dos procedimentos operacionais da Entidade, como o planejamento dos voos, a emissão de fichas padronizadas da instrução aérea e o acompanhamento efetivo da instrução de voo pela diretoria de instrução.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45273;A-506/CENIPA/2016 - 02;2016-07-07;2016-07-14;2016-12-19;Atuar junto ao Aeroclube do Rio Grande do Sul (ARGS) com o objetivo de reforçar a importância da aplicação conceitos do Treinamento em Gerenciamento de Recursos de Equipes (CRM).;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45272;A-500/CENIPA/2016 - 01;2016-07-14;2016-07-14;2016-12-19;Realizar gestões junto ao Aeroclube de Erechim, a fim de que sejam adotados mecanismos para assegurar a efetiva supervisão da instrução aérea por parte do Coordenador da Instrução Prática do aeroclube.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45272;A-500/CENIPA/2016 - 02;2016-07-14;2016-07-14;2016-12-19;Realizar gestões junto ao Aeroclube de Erechim, a fim de que os seus instrutores sejam orientados quanto à importância de se verificar a ficha de instrução prática anterior, para que as observações e orientações do Coordenador da Instrução Prática sejam seguidas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45252;IG-556/CENIPA/2018 - 01;2018-09-04;2018-10-17;2019-01-07;Exigir dos Operadores de Aeródromo que, no caso de obras em aeroportos, eles se esforcem para redigirem pedidos de NOTAM contendo informações claras, simples, concisas e livres de ambiguidade, para que ele seja entendido sem consulta de outros documentos, de acordo com as prescrições da ICA 53-1/2012.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45252;IG-556/CENIPA/2018 - 02;2018-09-04;2018-10-17;2019-01-07;Exigir dos Operadores de Aeródromos que, durante o planejamento das obras nos aeródromos, forneçam às tripulações, material explicativo escrito, contendo informações sobre as obras, com ampla publicidade aos operadores que utilizam o aeroporto.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45252;IG-556/CENIPA/2018 - 03;2018-09-04;2018-10-17;2019-01-07;EXIGIR DOS OPERADORES DE AERóDROMOS (E MONITORAR EM CONFORMIDADE) QUE, DURANTE O PLANEJAMENTO DAS OBRAS NOS AERóDROMOS, SIMULEM OCORRêNCIAS AERONáUTICAS EM TODAS AS FASES DAS OBRAS, COM O OBJETIVO DE ELIMINAR OS PERIGOS E MITIGAR OS RISCOS ENVOLVIDOS.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45252;IG-556/CENIPA/2018 - 04;2018-09-04;2018-10-17;2019-01-07;EXIGIR DAS COMPANHIAS AéREAS QUE OPERAM NO BRASIL E QUE SãO REGULAMENTADAS PELO RBAC 129, QUE INFORMEM A AUTORIDADE BRASILEIRA DE INVESTIGAçãO AERONáUTICA (CENIPA) DE QUALQUER OCORRêNCIA AERONáUTICA ENVOLVENDO SUAS AERONAVES DENTRO DO TERRITóRIO BRASILEIRO, LEVANDO EM CONTA AS PRESCRIçõES DA LEGISLAçãO PERTINENTE EM VIGOR.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45252;IG-556/CENIPA/2018 - 05;2018-09-04;2018-10-17;2020-07-02;Exigir dos órgãos de controle que estabeleçam e mantenham, durante o período de vigência de acordos operacionais, uma comunicação de radiotelefonia adequada e padronizada, levando em consideração a envergadura, o comprimento e o peso da aeronave.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
45252;IG-556/CENIPA/2018 - 06;2018-09-04;2018-10-17;2020-07-02;Exigir dos órgãos de controle, durante a vigência de acordos operacionais devido a obras no aeródromo, que eles evitem usar termos genéricos e estabeleçam rotas específicas de táxi levando em consideração o tipo de aeronave utilizada.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
45251;A-547/CENIPA/2016 - 01;2018-12-04;2018-12-14;2019-01-10;Divulgar os ensinamentos colhidos da presente investigação, buscando alertar os pilotos e operadores que atuam na aviação agrícola sobre os riscos decorrentes da não observância do que é previsto no RBAC nº 137 durante as fases de planejamento e execução de operações aeroagrícolas, sobretudo quando essas operações envolverem áreas de pouso para uso aeroagrícola.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45250;A-048/CENIPA/2014 - RSV 001;2014-06-02;2014-07-29;2014-12-30;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves de asas rotativas da aviação geral.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45237;IG-568/CENIPA/2016-01;2019-04-08;2019-04-25;2019-05-02;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES QUANTO A NECESSIDADE DE CONSTANTE APRIMORAMENTO DO PROCESSO DE PLANEJAMENTO DE VOO E DE GERENCIAMENTO DE RECURSOS DE TRIPULAçãO, PRINCIPALMENTE DIANTE DE SITUAçõES DE ANORMALIDADES, COMO CONDIçõES METEOROLóGICAS ADVERSAS, POR EXEMPLO.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45235;IG-548/CENIPA/2016 - 01;2017-05-02;2017-05-10;2017-08-08;Atuar junto ao operador a fim de verificar se a infraestrutura que empresa utiliza para armazenamento de material de manutenção e suprimento encontra-se em conformidade com os requisitos aplicáveis.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45212;IG-533/CENIPA/2018 - 01;2019-04-08;2019-04-23;2019-05-02;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS DECORRENTES DA NãO UTILIZAçãO DA LISTA DE VERIFICAçõES (CHECKLIST), SOBRETUDO NAS FASES CRíTICAS DE VOO, COMO POUSOS E DECOLAGENS.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45188;A-515/CENIPA/2018 - 01;2018-09-04;2018-10-17;2019-05-22;ATUAR JUNTO AO AEROCLUBE DE MONTENEGRO, A FIM DE REAVALIAR A ADEQUABILIDADE DO SISTEMA DE GERENCIAMENTO DA SEGURANçA OPERACIONAL (SGSO) ADOTADO POR AQUELE OPERADOR, SOBRETUDO NO QUE DIZ RESPEITO AOS MECANISMOS DE SUPERVISãO GERENCIAL ESTABELECIDOS, VISANDO AO CUMPRIMENTO DO PLANO DE MISSõES E DO MANUAL DO CURSO PILOTO PRIVADO - AVIãO (MCA 58-3).;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45188;A-515/CENIPA/2018 - 02;2018-09-04;2018-10-17;2019-05-22;ATUAR JUNTO AO AEROCLUBE DE MONTENEGRO, A FIM DE QUE AQUELE OPERADOR APRIMORE OS TREINAMENTOS DE CRM OFERECIDO A SEUS TRIPULANTES, SOBRETUDO NO QUE DIZ RESPEITO à PADRONIZAçãO E àS CORRETAS TéCNICAS DE INSTRUçãO, E ORIENTE OS INSTRUTORES A SEREM CONSERVATIVOS, DE MODO A EVITAR QUE OS ERROS DOS ALUNOS SE APROXIMEM DO PONTO DE IRREVERSIBILIDADE DE UM ACIDENTE.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45188;A-515/CENIPA/2018 - 03;2018-09-04;2018-10-17;2018-10-17;ATUAR JUNTO AO AEROCLUBE DE MONTENEGRO, A FIM DE QUE OS TREINAMENTOS DOS INSTRUTORES DAQUELE OPERADOR ENFATIZEM AS TéCNICAS DE ARREMETIDA E OS FATORES QUE LEVAM à EXECUçãO DESSE PROCEDIMENTO, SOBRETUDO QUANDO A APROXIMAçãO PARA POUSO NãO ESTIVER ESTABILIZADA.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45188;A-515/CENIPA/2018 - 04;2018-09-04;2018-10-17;2019-05-22;ATUAR JUNTO AO AEROCLUBE DE MONTENEGRO, A FIM DE QUE AQUELE OPERADOR CUMPRA, RIGOROSAMENTE, O PREVISTO NO MCA 58-3 - MANUAL DO CURSO PILOTO PRIVADO ? AVIãO, SOBRETUDO NO QUE DIZ RESPEITO à OBRIGATORIEDADE DA REALIZAçãO DO BRIEFING, MOMENTO EM QUE O INSTRUTOR EXPLANARá, DETALHADAMENTE, COMO TRANSCORRERá A REFERIDA MISSãO, DESDE O APRONTO INICIAL ATé O ENCERRAMENTO COMPLETO DO VOO.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45187;A - 623/CENIPA/2014 – 01;2016-06-03;2016-07-14;2016-12-12;Realizar gestões, junto à empresa Helibarra Táxi-Aéreo Ltda., no sentido de garantir que os pilotos estejam devidamente instruídos quanto à performance dos equipamentos utilizados.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45187;A - 623/CENIPA/2014 – 02;2016-06-03;2016-07-14;2017-04-25;Orientar o Setor de Treinamento da Helibarra Táxi-Aéreo Ltda., para que seja realizado, periodicamente, instrução sobre os procedimentos recomendáveis em caso de entrada em ressonância com solo, com o intuito de proporcionar aos tripulantes, subsídios para o reconhecimento rápido e eficaz das características do fenômeno, bem como permitir a aplicação imediata das ações corretivas necessárias.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45153;A-507/CENIPA/2017 - 01;2017-08-01;2017-09-29;2018-04-25;Realizar gestões junto ao operador para que seja realizada uma instrução/atividade de CRM aos tripulantes da escola, enfatizando os aspectos desta ocorrência.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45153;A-507/CENIPA/2017 - 02;2017-08-01;2017-09-29;2018-04-25;Realizar gestões junto ao operador para que este monitore o fiel cumprimento dos horários de briefing, de forma a não penalizar a qualidade da instrução, bem como a correta execução do planejamento de voo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45153;A-507/CENIPA/2017 - 03;2017-08-01;2017-09-29;2018-04-25;Realizar gestões junto ao operador para este cumpra rigorosamente a cronologia do programa de Instrução, de forma a não haver quebra na didática do processo de ensino-aprendizagem dos alunos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45153;A-507/CENIPA/2017 - 04;2017-08-01;2017-09-29;2018-04-25;"""Realizar gestões com o operador para que este passe a exercer uma supervisão gerencial mais atuante no processo de instrução, verificando, entre outras: a adequação de meios ao tipo de instrução, a fim de que haja margem disponível de limites operacionais para correção de manobras como a da ocorrência o preenchimento correto de documentos necessários para o voo, tais como a notificação de voo, Diário de Bordo, etc., e a correta alocação de áreas de instrução/treinamento adequadas e devidamente autorizadas.""";ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45151;A-046/CENIPA/2013 - 01;2016-03-18;2016-05-17;2016-12-20;Realizar ações junto ao operador do Aeródromo de Carauarí, AM, com o objetivo de estabelecer medidas mínimas que tornem segura a operação aérea naquela localidade.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45102;512/CENIPA/2017 - 01;2018-05-17;2018-05-17;2018-11-30;ATUAR JUNTO àS EMPRESAS AéREAS DE PRESTAçãO DE SERVIçOS OFFSHORE, NO SENTIDO DE ADOTAREM MEDIDAS QUE VISEM à ADOçãO DE AçõES OBJETIVAS DE GERENCIAMENTO DO RISCO, CONSIDERANDO A POSSIBILIDADE DA OCORRêNCIA DE TURBULêNCIA E DE FLUXOS DE AR DESCENDENTES DURANTE AS OPERAçõES DE POUSO E DECOLAGEM EM HELIDEQUES COM CARACTERíSTICAS SIMILARES A DA P-35, SOBRETUDO QUANDO O VENTO DE SUPERFíCIE ESTIVER ALINHADO COM O EIXO LONGITUDINAL DA PLATAFORMA.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45102;IG-512/CENIPA/2017 - 02;2018-05-17;2018-05-17;2018-11-30;Atuar junto às empresas operadoras da aviação offshore, no sentido de que os seus respectivos setores de operações façam constar dos seus programas de instrução e formação de tripulantes o estabelecimento de critérios específicos em relação à escalação de tripulantes em instrução, de maneira a evitar que instrutores recém-formados voem com alunos que estejam em início de fase, independentemente da experiência total de voo do aluno.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45100;IG-516/CENIPA/2018 - 01;2018-11-07;2019-02-19;2019-09-16;Atuar junto ao Aeroclube do Paraná, a fim de incentivar que aquele operador tenha uma atuação mais efetiva na promoção de atividade de prevenção de ocorrências aeronáuticas, como, por exemplo, o estímulo ao preenchimento de Relatos de Prevenção (RELPREV).;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45100;IG-516/CENIPA/2018 - 02;2018-11-07;2019-02-19;2019-09-16;Atuar junto ao Aeroclube do Paraná, a fim de que aquele operador aprimore seus mecanismos de padronização da instrução aérea e de instrutores, sobretudo no que diz respeito ao briefing e debriefing e ao preenchimento das fichas de avaliação.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45100;IG-516/CENIPA/2018 - 03;2018-11-07;2019-02-19;2019-09-16;Atuar junto ao Aeroclube do Paraná, a fim de que aquele operador aprimore os treinamentos oferecidos a seus instrutores, sobretudo no que diz respeito às corretas técnicas de instrução, orientando tais tripulantes a serem conservativos, de modo a evitar que os erros dos alunos se aproximem do ponto de irreversibilidade de um acidente.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45100;IG-516/CENIPA/2018 - 04;2018-11-07;2019-02-19;2019-09-16;Atuar junto ao Aeroclube do Paraná, a fim de que aquele operador aprimore seus mecanismos de acompanhamento e supervisão de toda a parte prática da instrução aérea, no intuito de garantir que as operações transcorram com altos níveis de qualidade e segurança.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45100;IG-516/CENIPA/2018 - 05;2018-11-07;2019-02-19;2019-09-16;Atuar junto ao Aeroclube do Paraná, a fim de alertar aquele operador sobre a importância da realização do voo de readaptação caso o piloto-aluno tenha ficado mais de 30 dias sem voar.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45096;IG-007/CENIPA/2014- RSV 001;2014-06-02;2014-07-29;2014-12-30;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45090;IG-502/CENIPA/2017 - 01;2017-06-22;2017-06-30;NULL;Atuar junto ao Aeroclube de Santa Maria, a fim de que sejam adotados mecanismos que assegurem a efetiva supervisão da instrução prática por parte do Coordenador da Instrução Prática do aeroclube.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45090;IG-502/CENIPA/2017 - 02;2017-06-22;2017-06-30;NULL;Atuar junto ao Aeroclube de Santa Maria, a fim de que aquela instituição designe um Diretor de Segurança de Voo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
