codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
78405;PTOEB;***;AVIÃO;BEECH AIRCRAFT;F33A;BE33;PISTÃO;MONOMOTOR;1542;1542;5;1990;BRASIL;BRASIL;AVIÃO;PARTICULAR;JABOTICABAL;GENERAL LEITE DE CASTRO;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
78397;PPMAX;***;AVIÃO;PIPER AIRCRAFT;PA-46-350P;PA46;PISTÃO;MONOMOTOR;1950;1950;6;2004;BRASIL;BRASIL;AVIÃO;PARTICULAR;TORRES;COSTA ESMERALDA;POUSO;PRIVADA;SUBSTANCIAL;0
78396;PUBEL;***;ULTRALEVE;DESCONHECIDO;***;ULAC;***;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;MARINA DO CARAIPÉ;MARINA DO CARAIPÉ;CRUZEIRO;EXPERIMENTAL;NENHUM;0
78394;PRMPS;***;HELICÓPTERO;ROBINSON HELICOPTER;R44;R44;PISTÃO;MONOMOTOR;1088;1088;4;2001;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;NENHUM;0
78391;PRRMZ;***;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4;2010;BRASIL;BRASIL;HELICÓPTERO;MÚLTIPLA;GASTÃO MADEIRA;GASTÃO MADEIRA;CRUZEIRO;TÁXI AÉREO;SUBSTANCIAL;1
78390;PUDVD;***;AVIÃO;TRIKE ICAROS IND. AERONAUTICA LTDA;ADVENTURE;ZZZZ;PISTÃO;MONOMOTOR;495;495;2;NULL;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;SÃO CHICO;SÃO CHICO;MANOBRA;PRIVADA;DESTRUÍDA;1
78388;PTPFG;***;PLANADOR;EIRI-AVION;PIK-20D;GLID;SEM TRAÇÃO;SEM TRAÇÃO;450;450;1;1979;BRASIL;BRASIL;PLANADOR;PARTICULAR;FORMOSA;FORMOSA;DECOLAGEM;PRIVADA;LEVE;0
78387;PRTYD;***;AVIÃO;AIRBUS;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2013;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
78384;PPFBR;***;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;BIMOTOR;2155;2155;6;NULL;BRASIL;BRASIL;AVIÃO;PARTICULAR;DERSO PORTILHO VIEIRA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0
78383;PRAQZ;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2015;BRASIL;BRASIL;AVIÃO;REGULAR;GUARARAPES - GILBERTO FREYRE;ZUMBI DOS PALMARES;DESCIDA;REGULAR;LEVE;0
78380;PTMUG;***;AVIÃO;BOEING;777-32WER;B77W;JATO;BIMOTOR;346544;346544;384;2012;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;HEATHROW AIRPORT;SUBIDA;REGULAR;LEVE;0
78379;PPZFO;***;AVIÃO;F.C. OLIVEIRA & CIA LTDA;RV-10;ZZZZ;PISTÃO;MONOMOTOR;1224;1224;4;2011;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;CARLOS PRATES;CARLOS PRATES;POUSO;EXPERIMENTAL;LEVE;0
78375;PTRDZ;***;AVIÃO;NEIVA;EMB-720C;PA32;PISTÃO;MONOMOTOR;1542;1542;7;1980;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;LARANJAL;INDETERMINADA;PRIVADA;NENHUM;0
78374;PTRUK;***;AVIÃO;NEIVA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;7;1984;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;SENADOR NILO COELHO;PREFEITO DOUTOR JOÃO SILVA FILHO;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM;0
78373;PTXXW;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;NULL;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;BLUMENAU;BLUMENAU;DECOLAGEM;INSTRUÇÃO;NENHUM;0
78372;PTKIL;***;AVIÃO;BEECH AIRCRAFT;95-B55;BE55;PISTÃO;BIMOTOR;2268;2268;6;1974;BRASIL;BRASIL;AVIÃO;PARTICULAR;NULL;TABATINGA;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
78371;PTWJJ;***;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;MONOMOTOR;1905;1905;1;1978;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRÍCOLA;LEVE;0
78370;PTUIQ;***;AVIÃO;NEIVA;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1994;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;AGRÍCOLA;SUBSTANCIAL;0
78368;PRKLP;***;AVIÃO;CESSNA AIRCRAFT;172L;C172;PISTÃO;MONOMOTOR;1043;1043;4;1971;BRASIL;BRASIL;AVIÃO;PARTICULAR;GARÇA;NAMOCOLI;CRUZEIRO;PRIVADA;NENHUM;0
78367;PRSDA;***;AVIÃO;RAYTHEON AIRCRAFT;C90GT;BE9L;TURBOÉLICE;BIMOTOR;4581;4581;8;2006;BRASIL;BRASIL;AVIÃO;PARTICULAR;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;GUAXUPÉ;POUSO;PRIVADA;SUBSTANCIAL;0
78366;PTRKE;***;AVIÃO;NEIVA;EMB-721D;P32R;PISTÃO;MONOMOTOR;1633;1633;6;1979;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;BREVES;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;TÁXI;TÁXI AÉREO;LEVE;0
78363;PTFJM;***;HELICÓPTERO;AGUSTA;A109S;A109;TURBOEIXO;BIMOTOR;3175;3175;7;2008;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;BANCO BRADESCO AV. PAULISTA;CAMPO DE MARTE - SP;POUSO;PRIVADA;NENHUM;0
78360;PTONX;***;AVIÃO;CESSNA AIRCRAFT;310R;C310;PISTÃO;BIMOTOR;2495;2495;6;1979;BRASIL;BRASIL;AVIÃO;PARTICULAR;PROFESSOR ERIBERTO MANOEL REINO;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
78359;PTUUE;***;AVIÃO;NEIVA;EMB-202A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2007;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
78357;PTNKH;***;AVIÃO;NEIVA;EMB-711C;P28R;PISTÃO;MONOMOTOR;1202;1202;4;1977;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;CAMPO DE MARTE - SP;GASTÃO MADEIRA;CRUZEIRO;INSTRUÇÃO;NENHUM;0
78356;PRSFJ;***;***;DESCONHECIDO;***;***;***;***;0;0;NULL;NULL;BRASIL;BRASIL;***;PARTICULAR;FORA DE AERODROMO;COSTA RICA;INDETERMINADA;PRIVADA;SUBSTANCIAL;1
78354;FGSQM;***;AVIÃO;BOEING;777-328ER;B777;JATO;BIMOTOR;346544;346544;382;2006;NÃO IDENTIFICADO;NÃO IDENTIFICADO;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;CHARLES DE GAULLE;DECOLAGEM;REGULAR;NENHUM;0
78353;PRBDD;***;AVIÃO;BEECH AIRCRAFT;95-B55;BE55;PISTÃO;BIMOTOR;2268;2268;6;1980;BRASIL;BRASIL;AVIÃO;PARTICULAR;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;PONTA DO SOL;POUSO;PRIVADA;SUBSTANCIAL;0
78352;PPVSM;***;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2495;2495;6;2000;BRASIL;BRASIL;AVIÃO;PARTICULAR;NOVO PROGRESSO;MUNDICO COELHO;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL;0
78351;PRJAW;***;HELICÓPTERO;SIKORSKY;S-92A;S92;TURBOEIXO;BIMOTOR;12020;12020;22;2012;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;PETROBRAS 52;BARTOLOMEU LISANDRO;CRUZEIRO;NÃO REGULAR;NENHUM;0
78350;PTICN;***;AVIÃO;CESSNA AIRCRAFT;182P;C182;PISTÃO;MONOMOTOR;1338;1338;4;1972;BRASIL;BRASIL;AVIÃO;PARTICULAR;TANGARÁ DA SERRA;MARECHAL RONDON;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
78349;PRAXU;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;TURBOEIXO;BIMOTOR;52290;52290;125;2013;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;ZUMBI DOS PALMARES;DECOLAGEM;REGULAR;NENHUM;0
78348;PPJFB;***;AVIÃO;HAWKER BEECHCRAFT;C90GTI;BE9L;TURBOÉLICE;BIMOTOR;4756;4756;8;2013;BRASIL;BRASIL;AVIÃO;PARTICULAR;FAZENDA CRISTAL 2;SANTA GENOVEVA/GOIÂNIA;POUSO;PRIVADA;NENHUM;0
78347;PPZDS;***;AVIÃO;AILTON MARTINS DE OLIVEIRA;RV-10;RV10;PISTÃO;MONOMOTOR;1224;1224;4;2010;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;FORA DE AERODROMO;MUNICIPAL DE GUAÍRA;INDETERMINADA;PRIVADA;SUBSTANCIAL;1
78344;PRJEE;***;AVIÃO;CESSNA AIRCRAFT;210N;C210;PISTÃO;MONOMOTOR;1724;1724;6;1980;BRASIL;BRASIL;AVIÃO;PARTICULAR;CAMPO DE MARTE - SP;Comandante Rolim Adolfo Amaro;DECOLAGEM;PRIVADA;DESTRUÍDA;2
78343;PTMMS;***;HIDROAVIÃO;CESSNA AIRCRAFT;U206G;C206;PISTÃO;MONOMOTOR;1633;1633;7;1980;BRASIL;BRASIL;HIDROAVIÃO;PARTICULAR;ZIRONDI;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;POUSO;PRIVADA;LEVE;0
78342;PPMRT;***;AVIÃO;PZL-OKECIE;PZL-106BT-601;PZ6T;TURBOÉLICE;MONOMOTOR;3500;3500;2;1998;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
78341;YV2937;***;AVIÃO;BOEING;737-2Y5;B737;JATO;BIMOTOR;52390;52390;108;1987;NÃO IDENTIFICADO;NÃO IDENTIFICADO;AVIÃO;REGULAR;SIMÓN BOLÍVAR INTERNATIONAL AIRPORT;EDUARDO GOMES;CORRIDA APÓS POUSO;REGULAR;LEVE;0
78340;PRGDA;***;AVIÃO;SOCATA;TBM700N;TBM7;TURBOÉLICE;MONOMOTOR;3350;3350;0;2013;BRASIL;BRASIL;AVIÃO;PARTICULAR;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;DECOLAGEM;PRIVADA;LEVE;0
78339;PTUZK;***;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2010;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;JOSÉ MÚCIO MONTEIRO;JOSÉ MÚCIO MONTEIRO;MANOBRA;AGRÍCOLA;LEVE;0
78338;PRSAC;***;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2449;2449;6;1992;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;CRUZEIRO DO SUL;CRUZEIRO DO SUL;POUSO;TÁXI AÉREO;LEVE;0
78337;PPOEG;***;AVIÃO;CESSNA AIRCRAFT;525;C525;JATO;BIMOTOR;4717;4717;NULL;NULL;BRASIL;BRASIL;AVIÃO;PARTICULAR;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;FAZENDA FORTALEZA DE SANTA TEREZINHA;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL;4
78336;PRONE;***;AVIÃO;LEARJET;45;LJ45;JATO;BIMOTOR;9525;9525;9;2004;BRASIL;BRASIL;AVIÃO;PARTICULAR;PRESIDENTE PRUDENTE;PAULINO RIBEIRO DE ANDRADE;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
78334;PRRMB;***;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;EDUARDO GOMES;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;DECOLAGEM;TÁXI AÉREO;LEVE;0
78333;PTFPS;***;HELICÓPTERO;AGUSTA;AW109SP;A109;TURBOEIXO;BIMOTOR;3175;3175;8;2016;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;CRISTÁLIA;FORA DE AERODROMO;CRUZEIRO;PRIVADA;DESTRUÍDA;6
78332;PTNXS;***;AVIÃO;NEIVA;EMB-712;P28A;PISTÃO;MONOMOTOR;1157;1157;4;1980;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;CAMPO DE MARTE - SP;CAMPO DE MARTE - SP;DECOLAGEM;PRIVADA;NENHUM;0
78330;PPAYB;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1978;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;JOÃO MONTEIRO;JOÃO MONTEIRO;SUBIDA;INSTRUÇÃO;NENHUM;0
78326;PPPTP;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;22500;22500;73;2009;BRASIL;BRASIL;AVIÃO;REGULAR;LEITE LOPES;RONDONÓPOLIS;DECOLAGEM;REGULAR;LEVE;0
78325;PRPRE;***;AVIÃO;HAWKER BEECHCRAFT;390;PRM1;JATO;BIMOTOR;5670;5670;8;2005;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;SANTOS DUMONT;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE;0
78324;PTUII;***;AVIÃO;NEIVA;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1994;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;DESTRUÍDA;1
78322;PPRCA;***;AVIÃO;CESSNA AIRCRAFT;525B;C25B;JATO;BIMOTOR;6291;6291;10;2008;BRASIL;BRASIL;AVIÃO;PARTICULAR;CANELA;CONGONHAS;POUSO;PRIVADA;LEVE;0
78321;PUCBZ;***;ULTRALEVE;DESCONHECIDO;PELICAN 500BR;ULAC;PISTÃO;MONOMOTOR;600;600;2;2007;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME;ESTADUAL ARTHUR SIQUEIRA;APROXIMAÇÃO FINAL;EXPERIMENTAL;LEVE;0
78320;PRWGO;***;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2494;2494;6;1984;BRASIL;BRASIL;AVIÃO;PARTICULAR;LEITE LOPES;FAZENDA CAMPO VITÓRIA;DECOLAGEM;PRIVADA;NENHUM;0
78318;PRSNC;***;AVIÃO;PIPER AIRCRAFT;PA-32-301FT;PA32;PISTÃO;MONOMOTOR;1633;1633;6;2005;BRASIL;BRASIL;AVIÃO;PARTICULAR;MARECHAL THAUMATURGO;CRUZEIRO DO SUL;TÁXI;PRIVADA;LEVE;0
78317;PPZWA;***;AVIÃO;DESCONHECIDO;YPIRANGA;ZZZZ;PISTÃO;MONOMOTOR;520;520;1;1984;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;DESTRUÍDA;2
78316;PPMIG;***;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2000;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;MAJOR NEODO S. PEREIRA;FORA DE AERODROMO;APROXIMAÇÃO FINAL;POLICIAL;NENHUM;0
78315;PRBKP;***;AVIÃO;CIRRUS;SR22;SR22;PISTÃO;MONOMOTOR;1542;1542;4;2010;BRASIL;BRASIL;AVIÃO;PARTICULAR;CAMPO DE MARTE - SP;FAZENDA ITATUBA;DECOLAGEM;PRIVADA;NENHUM;0
78314;PPJLB;***;HELICÓPTERO;ROBINSON HELICOPTER;R22 BETA;R22;PISTÃO;MONOMOTOR;621;621;2;2008;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM VERTICAL;PRIVADA;NENHUM;0
78313;PRAZE;***;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;JATO;BIMOTOR;51800;51800;113;2009;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;AFONSO PENA;SUBIDA;REGULAR;NENHUM;0
78312;PRMGO;***;AVIÃO;CESSNA AIRCRAFT;150F;C150;PISTÃO;MONOMOTOR;726;726;2;NULL;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;MONTENEGRO;MONTENEGRO;SUBIDA;PRIVADA;LEVE;0
78311;PTUMV;***;AVIÃO;NEIVA;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2001;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;AGRÍCOLA;SUBSTANCIAL;0
78310;PRJFA;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;758;758;2;1978;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;PROFESSOR URBANO ERNESTO STUMPF;PROFESSOR URBANO ERNESTO STUMPF;ARREMETIDA NO SOLO;INSTRUÇÃO;LEVE;0
78309;PRSMM;***;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;2006;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;CAMPO DE MARTE - SP;PARATI;CORRIDA APÓS POUSO;TÁXI AÉREO;NENHUM;0
78308;PROMT;***;HELICÓPTERO;SIKORSKY;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2007;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;MACAÉ/RIO DE JANEIRO - JOAQUIM DE AZEVEDO MANCEBO;PETROBRAS 63;POUSO;TÁXI AÉREO;NENHUM;0
78306;PREJM;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1985;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;Comandante Rolim Adolfo Amaro;Comandante Rolim Adolfo Amaro;TÁXI;INSTRUÇÃO;LEVE;0
78306;PRJQF;***;AVIÃO;DASSAULT AVIATION;FALCON 7X;FA7X;JATO;TRIMOTOR;33112;33112;18;0;BRASIL;BRASIL;AVIÃO;PARTICULAR;Comandante Rolim Adolfo Amaro;CONGONHAS;TÁXI;PRIVADA;NENHUM;0
78300;PPCFJ;***;AVIÃO;DASSAULT;FALCON 7X;FA7X;JATO;TRIMOTOR;31751;31751;15;2012;BRASIL;BRASIL;AVIÃO;PARTICULAR;SOROCABA;FAZENDA PORTOBELLO;TÁXI;PRIVADA;LEVE;0
78298;PRONJ;***;AVIÃO;AIRBUS;A319-115;A319;JATO;BIMOTOR;75500;75500;141;2012;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;PRESIDENTE JUSCELINO KUBITSCHEK;CRUZEIRO;REGULAR;LEVE;0
78296;PPGVQ;***;AVIÃO;NEIVA;56-C;PAUL;PISTÃO;MONOMOTOR;660;660;2;1961;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
78295;PPLIL;***;AVIÃO;RAYTHEON AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2494;2494;4;2000;BRASIL;BRASIL;AVIÃO;PARTICULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;JACAREPAGUÁ;POUSO;PRIVADA;LEVE;0
78293;PROCW;***;AVIÃO;AIRBUS;A320-214;A320;JATO;BIMOTOR;78000;78000;172;2015;BRASIL;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;CATARATAS;DECOLAGEM;REGULAR;NENHUM;0
78292;PTNUF;***;AVIÃO;NEIVA;EMB-711B;P28R;PISTÃO;MONOMOTOR;1248;1248;4;1979;BRASIL;BRASIL;AVIÃO;PARTICULAR;JURUTI;MAESTRO WILSON FONSECA;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
78291;PTGSH;***;AVIÃO;NEIVA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1978;BRASIL;BRASIL;AVIÃO;PARTICULAR;CONFRESA;REGIONAL ORLANDO VILLAS BOAS;CRUZEIRO;PRIVADA;DESTRUÍDA;0
78289;PRZMZ;***;AVIÃO;FLYER INDUSTRIA AERONAUTICA LTDA;RV-10;ZZZZ;PISTÃO;MONOMOTOR;1224;1224;4;0;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;MAJOR BRIGADEIRO TROMPOWSKY;BOTELHO;CRUZEIRO;PRIVADA;SUBSTANCIAL;5
78287;PPEOD;***;HELICÓPTERO;EUROCOPTER;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;1992;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;POLICIAL;NENHUM;0
78284;PRBCO;***;AVIÃO;CESSNA AIRCRAFT;680;C680;JATO;BIMOTOR;13744;13744;11;2007;BRASIL;BRASIL;AVIÃO;PARTICULAR;SANTA GENOVEVA/GOIÂNIA;Comandante Rolim Adolfo Amaro;ESTACIONAMENTO;PRIVADA;LEVE;0
78283;PPMTX;***;HELICÓPTERO;AGUSTA;A109E;A109;TURBOEIXO;BIMOTOR;2850;2850;8;2001;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;HELIPORTO JUQUEHY BALEIA;HBR;CRUZEIRO;PRIVADA;DESTRUÍDA;5
78282;PTWVX;***;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2013;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0
78281;PREJN;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;759;759;2;1984;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;Comandante Rolim Adolfo Amaro;Comandante Rolim Adolfo Amaro;TÁXI;INSTRUÇÃO;LEVE;0
78278;PTVRA;***;AVIÃO;EMBRAER;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1993;BRASIL;BRASIL;AVIÃO;PARTICULAR;ZUMBI DOS PALMARES;AEROCLUBE DE ALAGOAS;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
78276;PTUJI;***;AVIÃO;NEIVA;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1994;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FAZENDA POUSO ALEGRE;FAZENDA POUSO ALEGRE;MANOBRA;AGRÍCOLA;DESTRUÍDA;0
78275;PTRXQ;***;AVIÃO;NEIVA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;7;1985;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;LEVE;1
78274;PRAZB;***;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;JATO;BIMOTOR;51800;51800;114;2008;BRASIL;BRASIL;AVIÃO;REGULAR;EURICO DE AGUIAR SALLES;VIRACOPOS;DESCIDA;REGULAR;NENHUM;0
78273;PTFLK;***;AVIÃO;CESSNA AIRCRAFT;R182;C82R;***;SEM TRAÇÃO;1406;1406;0;1979;BRASIL;BRASIL;AVIÃO;PARTICULAR;CORONEL ALTINO MACHADO;TERRAVISTA;POUSO;PRIVADA;LEVE;0
78267;LVFNK;***;AVIÃO;AIRBUS;A330-223;A332;JATO;BIMOTOR;230000;230000;0;2000;NÃO IDENTIFICADO;NÃO IDENTIFICADO;AVIÃO;***;MIAMI INTERNATIONAL AIRPORT;AEROPUERTO INTERNACIONAL MINISTRO PISTARINI;CRUZEIRO;REGULAR;NENHUM;0
78266;PPAYB;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1978;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;JOÃO MONTEIRO;JOÃO MONTEIRO;CIRCUITO DE TRÁFEGO;INSTRUÇÃO;NENHUM;0
78264;PTWSB;***;AVIÃO;LEARJET;31A;LJ31;JATO;BIMOTOR;7711;7711;10;1997;BRASIL;BRASIL;AVIÃO;PARTICULAR;PRESIDENTE JUSCELINO KUBITSCHEK;SANTOS DUMONT;CIRCUITO DE TRÁFEGO;PRIVADA;NENHUM;0
78263;PRHAC;ADMINISTRAÇÃO DIRETA;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;MONOMOTOR;1724;1724;6;1975;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;CARLOS PRATES;CARLOS PRATES;CORRIDA APÓS POUSO;POLICIAL;NENHUM;0
78260;PTOFC;***;AVIÃO;BEECH AIRCRAFT;C90;BE9L;TURBOÉLICE;BIMOTOR;4377;4377;8;1971;BRASIL;BRASIL;AVIÃO;PARTICULAR;BOM FUTURO;SANTA GENOVEVA/GOIÂNIA;CRUZEIRO;PRIVADA;NENHUM;0
78258;PTRTO;***;AVIÃO;EMBRAER;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1983;BRASIL;BRASIL;AVIÃO;PARTICULAR;PROFESSOR ERIBERTO MANOEL REINO;CAMPO DE MARTE - SP;ESTACIONAMENTO;PRIVADA;LEVE;0
