codigo_ocorrencia1;ocorrencia_tipo;ocorrencia_tipo_categoria;taxonomia_tipo_icao
77790;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT
77789;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77789;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77787;PROBLEMAS FISIOLÓGICOS;OUTROS | PROBLEMAS FISIOLÓGICOS;OTHR
77786;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77785;FALHA ESTRUTURAL;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | FALHA ESTRUTURAL;SCF-NP
77784;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
77782;OUTROS;OUTROS;OTHR
77781;COLISÃO DE AERONAVES EM VOO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | COLISÃO DE AERONAVES EM VOO;MAC
77780;CORTANTE DE VENTO / TEMPESTADE;CORTANTE DE VENTO / TEMPESTADE;WSTRW
77779;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77778;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT
77775;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77774;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77773;VOO CONTROLADO CONTRA O TERRENO;VOO CONTROLADO CONTRA O TERRENO;CFIT
77771;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77770;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL
77769;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77768;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77766;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77766;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77765;POUSO EM LOCAL NÃO PREVISTO;OUTROS | POUSO EM LOCAL NÃO PREVISTO;OTHR
77764;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77763;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77761;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
77757;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC
77756;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT
77755;FALHA ESTRUTURAL;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | FALHA ESTRUTURAL;SCF-NP
77754;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77754;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77753;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77752;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77751;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
77750;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT
77749;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL
77747;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
77743;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77742;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT
77741;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
77740;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77736;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
77734;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77734;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77733;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77732;INDETERMINADO;INDETERMINADO;UNK
77731;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
77730;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77729;CONTATO ANORMAL COM A PISTA;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | CONTATO ANORMAL COM A PISTA;ARC
77728;RELACIONADO COM SECURITY;RELACIONADO COM SECURITY;SEC
77726;COM ROTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM ROTOR;SCF-PP
77724;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77724;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77719;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
77718;COM COMANDOS DE VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM COMANDOS DE VOO;SCF-NP
77717;POUSO LONGO;EXCURSÃO DE PISTA | POUSO LONGO;RE
77716;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
77710;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77707;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77705;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC
77704;F.O.D.;OUTROS | F.O.D.;OTHR
77703;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT
77702;AERONAVE ATINGIDA POR OBJETO;OUTROS | AERONAVE ATINGIDA POR OBJETO;OTHR
77701;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
77700;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77699;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77698;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT
77697;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77696;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
77696;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77695;OUTROS;OUTROS;OTHR
77695;PROBLEMAS FISIOLÓGICOS;OUTROS | PROBLEMAS FISIOLÓGICOS;OTHR
77694;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77693;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77691;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77690;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77689;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77689;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77688;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
77687;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT
77686;POUSO ANTES DA PISTA;POUSO AQUÉM/ALÉM DA PISTA | POUSO ANTES DA PISTA;USOS
77685;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77684;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77684;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77682;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
77680;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT
77679;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77678;FALHA ESTRUTURAL;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | FALHA ESTRUTURAL;SCF-NP
77676;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
77675;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
77673;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77673;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77672;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77672;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77670;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77667;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77667;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77666;POUSO ANTES DA PISTA;POUSO AQUÉM/ALÉM DA PISTA | POUSO ANTES DA PISTA;USOS
77663;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77663;INCURSÃO EM PISTA;INCURSÃO EM PISTA;RI
77661;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
77660;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77657;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT
77656;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77653;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77653;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77650;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77650;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77649;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT
77643;FALHA DO MOTOR NO SOLO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO;SCF-PP
77642;CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO;OTHR
77641;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77640;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77639;INDETERMINADO;INDETERMINADO;UNK
77638;INDETERMINADO;INDETERMINADO;UNK
77637;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77636;OUTROS;OUTROS;OTHR
77632;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77631;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA | POUSO BRUSCO;ARC
77630;OUTROS;OUTROS;OTHR
77627;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77622;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
77617;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77616;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77614;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77612;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77610;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC
77608;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77607;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77603;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77602;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77595;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77594;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77587;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
77586;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77586;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77581;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL
77580;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77576;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77575;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77573;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77572;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA | POUSO BRUSCO;ARC
77571;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77569;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77568;PERDA DE COMPONENTE EM VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO;SCF-NP
77565;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77565;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC
77562;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77556;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77554;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77553;COM PARA-BRISAS / JANELA / PORTA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA;SCF-NP
77552;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
77550;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77544;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77542;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
77537;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77536;F.O.D.;OUTROS | F.O.D.;OTHR
77535;PERDA DE COMPONENTE NO SOLO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE NO SOLO;SCF-NP
77524;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77522;INDETERMINADO;INDETERMINADO;UNK
77521;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77521;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA | POUSO BRUSCO;ARC
77515;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77513;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77510;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77507;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77505;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77504;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77503;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA | POUSO BRUSCO;ARC
77502;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77501;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77500;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77500;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77498;COLISÃO COM AERONAVE NO SOLO;COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO;GCOL
77495;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77494;INCURSÃO EM PISTA;INCURSÃO EM PISTA;RI
77492;F.O.D.;OUTROS | F.O.D.;OTHR
77487;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77483;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77475;INDETERMINADO;INDETERMINADO;UNK
77474;POUSO EM LOCAL NÃO PREVISTO;OUTROS | POUSO EM LOCAL NÃO PREVISTO;OTHR
77470;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77470;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77454;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77452;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL
77450;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77449;VAZAMENTO DE COMBUSTÍVEL;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | VAZAMENTO DE COMBUSTÍVEL;SCF-NP
77447;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77446;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77441;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77439;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77439;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77438;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
77437;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77431;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77431;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77429;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77424;OUTROS;OUTROS;OTHR
77421;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77414;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77413;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77413;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77410;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77407;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT
77404;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77402;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77401;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77399;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77398;INDETERMINADO;INDETERMINADO;UNK
77395;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
77394;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77391;POUSO LONGO;EXCURSÃO DE PISTA | POUSO LONGO;RE
77388;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77386;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77378;POUSO LONGO;EXCURSÃO DE PISTA | POUSO LONGO;RE
77377;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77375;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL
77371;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77371;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77368;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77364;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77360;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
77357;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77354;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77353;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT
77352;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77351;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77349;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC
77348;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
77345;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77338;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77337;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
77333;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77331;POUSO EM LOCAL NÃO PREVISTO;OUTROS | POUSO EM LOCAL NÃO PREVISTO;OTHR
77329;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
77327;COM HÉLICE;FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM HÉLICE;SCF-PP
77324;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77324;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
77323;VAZAMENTO DE OUTROS FLUIDOS;OUTROS | VAZAMENTO DE OUTROS FLUIDOS;OTHR
77322;OUTROS;OUTROS;OTHR
77320;POUSO LONGO;EXCURSÃO DE PISTA | POUSO LONGO;RE
77316;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
77315;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77314;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
77312;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
77311;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77307;OUTROS;OUTROS;OTHR
77306;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
77304;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
77303;FUMAÇA NA CABINE;FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE;F-NI
